cell_id,tile,sample,sample_stage,x_pixel,y_pixel,x_um,y_um,x,y,n_genes,n_counts,leiden,predicted.celltype,predicted.celltype.score
W7_tile_0_cell_16,tile_W7_0,W7,7w_6d,6664.0,10296.0,902.21191,1461.5421199999998,902.21191,1461.5421199999998,87,161.0,2,EVT2,0.262812765612022
W7_tile_0_cell_171,tile_W7_0,W7,7w_6d,5893.0,9388.0,792.74533,1332.62428,792.74533,1332.62428,96,134.0,4,Fibroblast2,0.387120502358031
W7_tile_0_cell_210,tile_W7_0,W7,7w_6d,5664.0,9855.0,760.23191,1398.92894,760.23191,1398.92894,196,334.0,9,Hofbauer cells,0.614090951579144
W7_tile_0_cell_235,tile_W7_0,W7,7w_6d,6030.0,9513.5,812.19659,1350.44277,812.19659,1350.44277,146,234.0,3,Fibroblast2,0.984895770968175
W7_tile_0_cell_241,tile_W7_0,W7,7w_6d,5741.0,9459.0,771.16437,1342.70486,771.16437,1342.70486,114,164.0,8,Fibroblast1,0.375738288211391
W7_tile_0_cell_243,tile_W7_0,W7,7w_6d,6451.5,9629.5,872.04116,1366.91245,872.04116,1366.91245,78,196.0,1,EVT2,0.76582810371124
W7_tile_0_cell_246,tile_W7_0,W7,7w_6d,7110.0,9785.0,965.53499,1388.99034,965.53499,1388.99034,80,145.0,2,EVT2,0.572269472305438
W7_tile_0_cell_253,tile_W7_0,W7,7w_6d,6741.0,9574.0,913.14437,1359.03256,913.14437,1359.03256,124,242.0,6,EVT2,0.811027009465045
W7_tile_0_cell_268,tile_W7_0,W7,7w_6d,6789.0,10194.0,919.95941,1447.06016,919.95941,1447.06016,61,153.0,2,EVT2,0.3525641493907
W7_tile_0_cell_277,tile_W7_0,W7,7w_6d,6564.5,9557.5,888.0849,1356.68989,888.0849,1356.68989,150,340.0,6,EVT2,0.70724560112124
W7_tile_0_cell_279,tile_W7_0,W7,7w_6d,6437.0,9451.0,869.98245,1341.56902,869.98245,1341.56902,117,206.0,6,EVT2,0.708896269286987
W7_tile_0_cell_28,tile_W7_0,W7,7w_6d,7138.0,9318.5,969.51043,1322.75667,969.51043,1322.75667,51,86.0,1,EVT2,0.322704227506231
W7_tile_0_cell_297,tile_W7_0,W7,7w_6d,6104.0,9560.0,822.7031099999999,1357.04484,822.7031099999999,1357.04484,213,339.0,8,Fibroblast1,0.609270588094116
W7_tile_0_cell_30,tile_W7_0,W7,7w_6d,7176.0,9759.5,974.90567,1385.36985,974.90567,1385.36985,51,80.0,2,EVT2,0.257006256163349
W7_tile_0_cell_304,tile_W7_0,W7,7w_6d,5599.5,10262.0,751.0742,1456.7148,751.0742,1456.7148,105,144.0,0,vCTB2,0.382462491925086
W7_tile_0_cell_309,tile_W7_0,W7,7w_6d,7142.0,9825.0,970.07835,1394.66954,970.07835,1394.66954,69,111.0,2,EVT2,0.536916632553296
W7_tile_0_cell_311,tile_W7_0,W7,7w_6d,5696.0,9548.0,764.77527,1355.34108,764.77527,1355.34108,119,173.0,3,Fibroblast2,0.861914298334018
W7_tile_0_cell_321,tile_W7_0,W7,7w_6d,7236.0,9374.0,983.42447,1330.63656,983.42447,1330.63656,236,593.0,6,EVT2,0.553416624601337
W7_tile_0_cell_322,tile_W7_0,W7,7w_6d,6627.0,9555.0,896.9586499999999,1356.33494,896.9586499999999,1356.33494,70,114.0,1,EVT2,0.849459723094778
W7_tile_0_cell_323,tile_W7_0,W7,7w_6d,7031.5,9948.0,954.38956,1412.13308,954.38956,1412.13308,75,110.0,0,EVT2,0.513508109529146
W7_tile_0_cell_325,tile_W7_0,W7,7w_6d,7000.0,10083.0,949.91719,1431.30038,949.91719,1431.30038,70,101.0,1,EVT2,0.493508812435651
W7_tile_0_cell_329,tile_W7_0,W7,7w_6d,7215.0,9884.5,980.44289,1403.11735,980.44289,1403.11735,56,80.0,1,EVT2,0.516999024800312
W7_tile_0_cell_339,tile_W7_0,W7,7w_6d,6805.0,9618.0,922.23109,1365.27968,922.23109,1365.27968,65,92.0,1,EVT2,0.621734126604976
W7_tile_0_cell_340,tile_W7_0,W7,7w_6d,6673.0,10114.0,903.48973,1435.70176,903.48973,1435.70176,203,769.0,7,EVT3,0.374557372435811
W7_tile_0_cell_343,tile_W7_0,W7,7w_6d,6496.0,9252.0,878.3592699999999,1313.315,878.3592699999999,1313.315,106,197.0,1,EVT2,0.737021551245961
W7_tile_0_cell_348,tile_W7_0,W7,7w_6d,6378.0,9791.0,861.60563,1389.84222,861.60563,1389.84222,93,180.0,1,EVT3,0.62024600525579
W7_tile_0_cell_350,tile_W7_0,W7,7w_6d,6646.0,9647.5,899.65627,1369.4680899999998,899.65627,1369.4680899999998,82,118.0,1,EVT2,0.808052214590351
W7_tile_0_cell_364,tile_W7_0,W7,7w_6d,6897.0,10269.0,935.29325,1457.70866,935.29325,1457.70866,113,192.0,6,EVT2,0.812892172403378
W7_tile_0_cell_374,tile_W7_0,W7,7w_6d,6482.0,9374.0,876.37155,1330.63656,876.37155,1330.63656,51,91.0,1,EVT2,0.563872079952389
W7_tile_0_cell_378,tile_W7_0,W7,7w_6d,7052.0,9762.0,957.30015,1385.7248,957.30015,1385.7248,57,98.0,2,vCTB2,0.534284610489995
W7_tile_0_cell_380,tile_W7_0,W7,7w_6d,6134.0,9627.0,826.96251,1366.5575,826.96251,1366.5575,146,217.0,5,STB,0.586108939907845
W7_tile_0_cell_383,tile_W7_0,W7,7w_6d,6510.0,9941.0,880.34699,1411.13922,880.34699,1411.13922,117,269.0,1,EVT2,0.821538024284693
W7_tile_0_cell_390,tile_W7_0,W7,7w_6d,6614.0,9372.0,895.1129099999999,1330.3526,895.1129099999999,1330.3526,221,668.0,6,EVT3,0.496261418896673
W7_tile_0_cell_394,tile_W7_0,W7,7w_6d,5628.0,9948.0,755.12063,1412.13308,755.12063,1412.13308,219,323.0,5,Fibroblast2,0.502437653249801
W7_tile_0_cell_397,tile_W7_0,W7,7w_6d,7113.5,9258.0,966.03192,1314.16688,966.03192,1314.16688,74,138.0,1,EVT2,0.619426617846051
W7_tile_0_cell_402,tile_W7_0,W7,7w_6d,6771.0,10160.0,917.40377,1442.23284,917.40377,1442.23284,63,156.0,2,STB,0.359013994662243
W7_tile_0_cell_405,tile_W7_0,W7,7w_6d,7284.0,9644.0,990.23951,1368.97116,990.23951,1368.97116,158,270.0,6,EVT3,0.825208521039372
W7_tile_0_cell_406,tile_W7_0,W7,7w_6d,5958.0,9378.0,801.97403,1331.20448,801.97403,1331.20448,295,565.0,8,Fibroblast1,0.374481627181635
W7_tile_0_cell_408,tile_W7_0,W7,7w_6d,5577.0,10953.0,747.87965,1554.82298,747.87965,1554.82298,72,85.0,0,EVT2,0.31372042442536
W7_tile_0_cell_420,tile_W7_0,W7,7w_6d,5900.0,9902.0,793.73919,1405.602,793.73919,1405.602,121,189.0,5,vCTB2,0.538371001062222
W7_tile_0_cell_423,tile_W7_0,W7,7w_6d,5958.0,9819.5,801.97403,1393.88865,801.97403,1393.88865,81,110.0,0,vCTB2,0.552696823948671
W7_tile_0_cell_430,tile_W7_0,W7,7w_6d,7349.0,9419.0,999.46821,1337.02566,999.46821,1337.02566,105,179.0,1,EVT2,0.80417383686282
W7_tile_0_cell_434,tile_W7_0,W7,7w_6d,6479.0,9859.0,875.94561,1399.49686,875.94561,1399.49686,138,378.0,1,EVT3,0.736963384393361
W7_tile_0_cell_450,tile_W7_0,W7,7w_6d,6443.0,9939.0,870.83433,1410.85526,870.83433,1410.85526,159,329.0,6,EVT2,0.868945846135244
W7_tile_0_cell_456,tile_W7_0,W7,7w_6d,6562.0,10343.0,887.7299499999999,1468.21518,887.7299499999999,1468.21518,184,616.0,7,EVT3,0.390241580812625
W7_tile_0_cell_462,tile_W7_0,W7,7w_6d,6949.5,9954.0,942.7472,1412.98496,942.7472,1412.98496,101,180.0,6,EVT2,0.885871733101291
W7_tile_0_cell_469,tile_W7_0,W7,7w_6d,6805.0,9544.0,922.23109,1354.77316,922.23109,1354.77316,58,102.0,1,EVT2,0.78187226674734
W7_tile_0_cell_470,tile_W7_0,W7,7w_6d,7109.0,10026.0,965.39301,1423.20752,965.39301,1423.20752,50,94.0,1,EVT2,0.475883608047032
W7_tile_0_cell_479,tile_W7_0,W7,7w_6d,7059.5,9271.0,958.365,1316.01262,958.365,1316.01262,68,146.0,1,EVT2,0.493277215102396
W7_tile_0_cell_490,tile_W7_0,W7,7w_6d,6634.0,9732.0,897.95251,1381.4654,897.95251,1381.4654,60,86.0,1,EVT2,0.600726080221075
W7_tile_0_cell_494,tile_W7_0,W7,7w_6d,7169.0,9282.0,973.91181,1317.5744,973.91181,1317.5744,68,115.0,1,vCTB2,0.498123149167324
W7_tile_0_cell_495,tile_W7_0,W7,7w_6d,6045.0,9808.5,814.32629,1392.32687,814.32629,1392.32687,70,108.0,0,vCTB2,0.642287933175287
W7_tile_0_cell_504,tile_W7_0,W7,7w_6d,7294.5,10154.0,991.7303,1441.38096,991.7303,1441.38096,155,278.0,5,EVT2,0.445379962332816
W7_tile_0_cell_510,tile_W7_0,W7,7w_6d,7064.5,9580.5,959.0749,1359.95543,959.0749,1359.95543,64,96.0,1,EVT2,0.704086612656119
W7_tile_0_cell_512,tile_W7_0,W7,7w_6d,6572.0,9790.5,889.1497499999999,1389.77123,889.1497499999999,1389.77123,178,486.0,1,EVT3,0.743436430810022
W7_tile_0_cell_528,tile_W7_0,W7,7w_6d,6747.0,9240.5,913.99625,1311.68223,913.99625,1311.68223,79,136.0,1,EVT2,0.519722348286656
W7_tile_0_cell_54,tile_W7_0,W7,7w_6d,6804.0,10282.0,922.08911,1459.5544,922.08911,1459.5544,85,237.0,2,EVT2,0.332088037064998
W7_tile_0_cell_548,tile_W7_0,W7,7w_6d,7330.0,9542.0,996.77059,1354.4892,996.77059,1354.4892,79,152.0,1,EVT2,0.724443011998077
W7_tile_0_cell_549,tile_W7_0,W7,7w_6d,6368.0,9319.5,860.18583,1322.89865,860.18583,1322.89865,100,212.0,1,EVT3,0.583829305392734
W7_tile_0_cell_553,tile_W7_0,W7,7w_6d,7346.0,10295.0,999.04227,1461.40014,999.04227,1461.40014,84,105.0,0,vCTB2,0.45563862553435
W7_tile_0_cell_578,tile_W7_0,W7,7w_6d,5961.5,9237.0,802.47096,1311.1853,802.47096,1311.1853,97,118.0,0,vCTB2,0.329419805464122
W7_tile_0_cell_580,tile_W7_0,W7,7w_6d,5855.0,9807.5,787.35009,1392.18489,787.35009,1392.18489,60,90.0,4,Fibroblast2,0.279037520576789
W7_tile_0_cell_581,tile_W7_0,W7,7w_6d,7049.0,9816.0,956.87421,1393.39172,956.87421,1393.39172,104,167.0,2,EVT2,0.604576205287694
W7_tile_0_cell_584,tile_W7_0,W7,7w_6d,5773.0,9956.0,775.70773,1413.26892,775.70773,1413.26892,156,273.0,5,vCTB2,0.403925357730661
W7_tile_0_cell_588,tile_W7_0,W7,7w_6d,6702.0,9304.0,907.60715,1320.69796,907.60715,1320.69796,128,275.0,1,EVT2,0.640534239704511
W7_tile_0_cell_590,tile_W7_0,W7,7w_6d,5970.0,9667.5,803.67779,1372.30769,803.67779,1372.30769,64,96.0,4,Fibroblast2,0.267317433185564
W7_tile_0_cell_594,tile_W7_0,W7,7w_6d,6977.0,9242.0,946.65165,1311.8952,946.65165,1311.8952,71,145.0,1,EVT2,0.549675954871926
W7_tile_0_cell_622,tile_W7_0,W7,7w_6d,5997.0,9284.0,807.51125,1317.85836,807.51125,1317.85836,64,90.0,0,vCTB2,0.579149655320031
W7_tile_0_cell_636,tile_W7_0,W7,7w_6d,6677.0,9547.5,904.05765,1355.27009,904.05765,1355.27009,84,132.0,1,EVT2,0.834470628057499
W7_tile_0_cell_639,tile_W7_0,W7,7w_6d,5822.0,9459.0,782.66475,1342.70486,782.66475,1342.70486,205,346.0,8,Fibroblast1,0.586222912921417
W7_tile_0_cell_649,tile_W7_0,W7,7w_6d,6023.0,9410.0,811.20273,1335.74784,811.20273,1335.74784,109,183.0,3,Fibroblast2,0.618302606347933
W7_tile_0_cell_655,tile_W7_0,W7,7w_6d,6924.5,9734.0,939.1977,1381.74936,939.1977,1381.74936,142,300.0,6,EVT2,0.912406259452695
W7_tile_0_cell_657,tile_W7_0,W7,7w_6d,6101.0,9657.0,822.27717,1370.8169,822.27717,1370.8169,72,103.0,0,vCTB2,0.674741698614134
W7_tile_0_cell_660,tile_W7_0,W7,7w_6d,7352.5,9493.0,999.96514,1347.53218,999.96514,1347.53218,64,108.0,1,EVT2,0.50969663692594
W7_tile_0_cell_673,tile_W7_0,W7,7w_6d,6360.0,9243.0,859.04999,1312.03718,859.04999,1312.03718,84,147.0,1,EVT2,0.774510588615203
W7_tile_0_cell_678,tile_W7_0,W7,7w_6d,7146.0,9690.5,970.64627,1375.57323,970.64627,1375.57323,60,130.0,2,vCTB2,0.338611386039702
W7_tile_0_cell_680,tile_W7_0,W7,7w_6d,6940.0,10014.0,941.39839,1421.50376,941.39839,1421.50376,245,602.0,6,EVT2,0.64759908811693
W7_tile_0_cell_687,tile_W7_0,W7,7w_6d,6087.0,9385.5,820.28945,1332.26933,820.28945,1332.26933,62,88.0,0,vCTB2,0.670114405019656
W7_tile_0_cell_692,tile_W7_0,W7,7w_6d,6987.0,9554.0,948.07145,1356.19296,948.07145,1356.19296,228,601.0,6,EVT2,0.634457432714109
W7_tile_0_cell_699,tile_W7_0,W7,7w_6d,7237.0,10942.5,983.56645,1553.33219,983.56645,1553.33219,89,142.0,1,EVT2,0.723991932501467
W7_tile_0_cell_701,tile_W7_0,W7,7w_6d,6831.0,9440.0,925.92257,1340.00724,925.92257,1340.00724,98,255.0,1,EVT2,0.756738074133106
W7_tile_0_cell_707,tile_W7_0,W7,7w_6d,5673.5,9765.0,761.5807199999999,1386.15074,761.5807199999999,1386.15074,76,124.0,12,Fibroblast1,0.217539440947198
W7_tile_0_cell_725,tile_W7_0,W7,7w_6d,7160.5,9726.5,972.70498,1380.68451,972.70498,1380.68451,88,148.0,2,STB,0.299328425658604
W7_tile_0_cell_727,tile_W7_0,W7,7w_6d,6929.0,9465.0,939.83661,1343.55674,939.83661,1343.55674,133,337.0,6,EVT2,0.860915149792444
W7_tile_0_cell_729,tile_W7_0,W7,7w_6d,6539.0,9849.0,884.4644099999999,1398.0770599999998,884.4644099999999,1398.0770599999998,54,95.0,1,EVT2,0.444055593555888
W7_tile_0_cell_738,tile_W7_0,W7,7w_6d,6691.5,9709.0,906.11636,1378.19986,906.11636,1378.19986,170,356.0,6,EVT2,0.815185508456357
W7_tile_0_cell_74,tile_W7_0,W7,7w_6d,6782.0,9457.0,918.96555,1342.4208999999998,918.96555,1342.4208999999998,67,137.0,1,EVT2,0.563410088800715
W7_tile_0_cell_75,tile_W7_0,W7,7w_6d,6718.0,9843.0,909.87883,1397.22518,909.87883,1397.22518,58,242.0,2,EVT2,0.343177419378464
W7_tile_0_cell_762,tile_W7_0,W7,7w_6d,6878.0,9585.0,932.59563,1360.59434,932.59563,1360.59434,82,169.0,1,EVT2,0.76117807512504
W7_tile_0_cell_769,tile_W7_0,W7,7w_6d,6448.0,9686.0,871.54423,1374.9343199999998,871.54423,1374.9343199999998,119,311.0,1,EVT2,0.519625626416657
W7_tile_0_cell_775,tile_W7_0,W7,7w_6d,7132.0,9586.0,968.65855,1360.73632,968.65855,1360.73632,70,104.0,1,EVT2,0.762378891605584
W7_tile_0_cell_776,tile_W7_0,W7,7w_6d,6677.0,9822.0,904.05765,1394.2436,904.05765,1394.2436,55,192.0,2,EVT2,0.42971716010769
W7_tile_0_cell_782,tile_W7_0,W7,7w_6d,7314.0,10096.0,994.49891,1433.14612,994.49891,1433.14612,87,171.0,1,EVT2,0.442442831041986
W7_tile_0_cell_785,tile_W7_0,W7,7w_6d,5970.5,9605.5,803.74878,1363.50493,803.74878,1363.50493,263,562.0,9,Fibroblast2,0.427972723477436
W7_tile_0_cell_808,tile_W7_0,W7,7w_6d,6800.0,9279.0,921.52119,1317.14846,921.52119,1317.14846,161,453.0,1,EVT3,0.777740307444581
W7_tile_0_cell_817,tile_W7_0,W7,7w_6d,7260.0,9281.0,986.83199,1317.43242,986.83199,1317.43242,59,82.0,1,EVT2,0.575282391010494
W7_tile_0_cell_827,tile_W7_0,W7,7w_6d,6618.0,10055.0,895.68083,1427.32494,895.68083,1427.32494,105,361.0,7,EVT2,0.365393726665995
W7_tile_0_cell_832,tile_W7_0,W7,7w_6d,6398.0,9993.5,864.4452299999999,1418.59317,864.4452299999999,1418.59317,145,290.0,6,EVT3,0.508241037434679
W7_tile_0_cell_837,tile_W7_0,W7,7w_6d,6070.0,9429.5,817.8757899999999,1338.5164499999998,817.8757899999999,1338.5164499999998,107,148.0,4,Fibroblast2,0.564739362143061
W7_tile_0_cell_838,tile_W7_0,W7,7w_6d,6726.0,9641.0,911.01467,1368.54522,911.01467,1368.54522,176,373.0,6,EVT2,0.734750321826911
W7_tile_0_cell_854,tile_W7_0,W7,7w_6d,6572.0,9850.0,889.1497499999999,1398.21904,889.1497499999999,1398.21904,42,92.0,1,EVT2,0.494117580539079
W7_tile_0_cell_858,tile_W7_0,W7,7w_6d,7322.0,10025.0,995.63475,1423.06554,995.63475,1423.06554,74,129.0,1,vCTB2,0.476042489872103
W7_tile_0_cell_872,tile_W7_0,W7,7w_6d,6750.0,9891.0,914.42219,1404.04022,914.42219,1404.04022,92,326.0,2,EVT2,0.441765992187389
W7_tile_0_cell_892,tile_W7_0,W7,7w_6d,5574.0,9496.0,747.45371,1347.95812,747.45371,1347.95812,84,116.0,4,Fibroblast2,0.351823824075461
W7_tile_0_cell_908,tile_W7_0,W7,7w_6d,6689.0,9476.0,905.76141,1345.11852,905.76141,1345.11852,69,111.0,1,EVT2,0.62308685443872
W7_tile_0_cell_91,tile_W7_0,W7,7w_6d,6610.0,9265.0,894.54499,1315.16074,894.54499,1315.16074,70,146.0,1,EVT2,0.478097268074333
W7_tile_0_cell_910,tile_W7_0,W7,7w_6d,6788.0,9963.0,919.81743,1414.26278,919.81743,1414.26278,90,265.0,2,EVT2,0.31527571867477
W7_tile_0_cell_918,tile_W7_0,W7,7w_6d,7215.5,9989.0,980.51388,1417.95426,980.51388,1417.95426,116,212.0,6,EVT2,0.869442399058774
W7_tile_0_cell_919,tile_W7_0,W7,7w_6d,7211.0,10483.0,979.87497,1488.09238,979.87497,1488.09238,180,353.0,6,EVT2,0.606146663278311
