"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance"
"PPP1R12B",4.97424986322458e-206,-0.802229260316863,1,1,1.81788935501405e-201,"Upregulated in Coldspots"
"C1orf122",5.00176282404531e-206,-2.18553703681375,1,1,1.8279442416756e-201,"Upregulated in Coldspots"
"RFX3",5.63148188184814e-206,2.25662135137206,1,1,2.05808136854022e-201,"Upregulated in Hotspots"
"ARHGAP8",5.73155103940071e-206,-4.77540097966185,0.864,0.946,2.09465264285939e-201,"Upregulated in Coldspots"
"PALM3",5.86906770643334e-206,3.52985365399853,0.749,0.018,2.14490948399313e-201,"Upregulated in Hotspots"
"AURKAIP1",5.90175932325069e-206,-3.45626394840863,1,1,2.1568569622752e-201,"Upregulated in Coldspots"
"RPL35",5.98369053366448e-206,-22.6012677199535,1,1,2.18679954243302e-201,"Upregulated in Coldspots"
"LINC01541",6.13359421657131e-206,-15.9706759501822,0.019,0.727,2.24158334238815e-201,"Upregulated in Coldspots"
"LSM6",7.04071116148513e-206,-1.97892654436175,1,1,2.57309830107636e-201,"Upregulated in Coldspots"
"IFNAR1",7.15785339668025e-206,2.25345243035217,1,0.991,2.61590910235076e-201,"Upregulated in Hotspots"
"NFIL3",7.43981313950774e-206,1.52072726145251,1,1,2.7189541099645e-201,"Upregulated in Hotspots"
"AL161430.1",7.50211829466224e-206,3.48328676618398,0.864,0.155,2.74172415196726e-201,"Upregulated in Hotspots"
"DDAH1",7.70142658890513e-206,4.52734619928684,0.971,0.166,2.81456336118127e-201,"Upregulated in Hotspots"
"ANO6",8.10353610796881e-206,2.19549019732248,1,1,2.96151830601828e-201,"Upregulated in Hotspots"
"TRMT13",8.13518634182985e-206,3.03467718648963,1,0.291,2.97308520048514e-201,"Upregulated in Hotspots"
"SOX30",8.36082872429897e-206,4.26402021087418,0.723,0.009,3.0555484655823e-201,"Upregulated in Hotspots"
"PSMD9",8.92426002349782e-206,-2.04163979258876,1,0.999,3.26146006818751e-201,"Upregulated in Coldspots"
"DUSP4",9.90306991885131e-206,3.70424905265326,0.927,0.588,3.6191759325434e-201,"Upregulated in Hotspots"
"NCAPH",1.03265863757179e-205,-2.57431010348449,0.577,0.996,3.77395425686987e-201,"Upregulated in Coldspots"
"MRPS15",1.433523743565e-205,-2.15758400384441,0.997,1,5.23895587323264e-201,"Upregulated in Coldspots"
"AC007780.1",1.48591023055804e-205,2.73541062374296,0.948,0.193,5.43040752859742e-201,"Upregulated in Hotspots"
"TMX2",1.79679729961693e-205,-1.5350228608486,1,1,6.56657541118003e-201,"Upregulated in Coldspots"
"GABBR2",1.90231975732023e-205,2.64665328997311,0.782,0.033,6.95221778510251e-201,"Upregulated in Hotspots"
"LINC02820",2.19989791612422e-205,4.0362675067874,0.762,0.031,8.03974692426757e-201,"Upregulated in Hotspots"
"KIRREL3",2.25132939905727e-205,4.07920223415424,0.787,0.044,8.22770842179472e-201,"Upregulated in Hotspots"
"RAD51AP1",2.27464926022218e-205,-2.76983312646275,0.872,0.972,8.31293318640797e-201,"Upregulated in Coldspots"
"HLA-DOB",2.31417825375339e-205,3.6567127491282,0.713,0.002,8.45739584616715e-201,"Upregulated in Hotspots"
"NBAS",2.42579982102741e-205,0.837031035533931,1,1,8.86532802592675e-201,"Upregulated in Hotspots"
"AKAP7",2.444747846058e-205,0.288225317629764,1,0.385,8.93457547820357e-201,"Upregulated in Hotspots"
"SLC25A35",2.558129002564e-205,-3.22784530253472,0.623,0.906,9.34893825277039e-201,"Upregulated in Coldspots"
"EXOC6B",2.949464941315e-205,35.5555506192968,1,1,1.07791145745298e-200,"Upregulated in Hotspots"
"OSR2",3.39971132973349e-205,3.04649356519413,0.971,0.852,1.2424585025644e-200,"Upregulated in Hotspots"
"PTS",3.53702069730898e-205,-0.75963305343904,1,1,1.29263958403854e-200,"Upregulated in Coldspots"
"AL365203.2",4.26878377948665e-205,3.81600885787138,0.771,0.045,1.56006972005119e-200,"Upregulated in Hotspots"
"BMT2",4.92087946578045e-205,3.49929636821082,1,1,1.79838460956412e-200,"Upregulated in Hotspots"
"DGCR11",5.1110428018737e-205,3.12691734640051,0.806,0.051,1.86788170237276e-200,"Upregulated in Hotspots"
"ZNF513",5.60331942237263e-205,2.39414138467328,0.924,0.112,2.0477891161003e-200,"Upregulated in Hotspots"
"NDUFAF8",5.64649730657268e-205,-1.52775187975917,0.997,1,2.06356890566005e-200,"Upregulated in Coldspots"
"LINC00842",5.78105448713912e-205,2.64570443891677,0.809,0.102,2.11274417286986e-200,"Upregulated in Hotspots"
"P2RY14",6.18633607611813e-205,2.87242033449568,0.337,0.898,2.26085838237813e-200,"Upregulated in Hotspots"
"ALG1L2",7.36424901289292e-205,2.24717500759644,0.935,0.12,2.69133844425184e-200,"Upregulated in Hotspots"
"ANAPC13",8.88861890936155e-205,2.42017654394612,0.978,0.327,3.24843466661527e-200,"Upregulated in Hotspots"
"PDIA2",8.90654708132444e-205,3.75184200106269,0.717,0.003,3.25498669634083e-200,"Upregulated in Hotspots"
"MRPS25",1.00595938812505e-204,-2.77508253670212,1,1,3.67637917984181e-200,"Upregulated in Coldspots"
"FXYD3",1.25682965450684e-204,-7.86022359840478,1,1,4.5932096553607e-200,"Upregulated in Coldspots"
"SEMA6A",1.25982634683519e-204,4.65748224815031,0.878,0.999,4.60416136714388e-200,"Upregulated in Hotspots"
"AP005432.1",1.69906224106399e-204,3.52837332600086,0.833,0.103,6.20939286619245e-200,"Upregulated in Hotspots"
"NPM3",1.74792511137593e-204,-2.32808147867261,0.971,0.983,6.38796711203446e-200,"Upregulated in Coldspots"
"USO1",1.80140981171558e-204,0.341901127843773,1,1,6.58343229789575e-200,"Upregulated in Hotspots"
"RPL41",1.96154952420536e-204,-39.0354871569768,1,1,7.1686788911609e-200,"Upregulated in Coldspots"
"RPL35A",2.13590856896316e-204,-37.335967142266,1,1,7.80589145613275e-200,"Upregulated in Coldspots"
"AL355499.1",2.30466922633603e-204,-3.4433132941764,0.791,0.949,8.42264415456767e-200,"Upregulated in Coldspots"
"AC006017.1",2.76245322875396e-204,4.39136715125067,0.789,0.102,1.00956615698042e-199,"Upregulated in Hotspots"
"NOTCH2NLA",2.90613789143894e-204,1.97734097032472,0.992,0.155,1.06207715380527e-199,"Upregulated in Hotspots"
"RUSC2",2.98777900879873e-204,1.82506674771196,1,0.852,1.09191371655558e-199,"Upregulated in Hotspots"
"AC010809.1",3.06760608297043e-204,2.85072014957546,0.884,0.222,1.12108731908237e-199,"Upregulated in Hotspots"
"CNTNAP3C",4.08540379821541e-204,4.67775491717037,0.745,0.038,1.4930516720958e-199,"Upregulated in Hotspots"
"AP000692.1",4.14028373910866e-204,2.81547433331189,0.892,0.133,1.51310809529465e-199,"Upregulated in Hotspots"
"STARD13",5.46221493787173e-204,11.7449798849762,1,1,1.9962210711946e-199,"Upregulated in Hotspots"
"DRC3",8.14494111466e-204,3.1609411493263,0.875,0.088,2.97665017976364e-199,"Upregulated in Hotspots"
"NDUFA1",8.70797253493146e-204,-3.58003359861701,1,1,3.18241564261605e-199,"Upregulated in Coldspots"
"GADD45G",1.18692036249076e-203,-0.861694202946917,0.986,1,4.33771915675875e-199,"Upregulated in Coldspots"
"GOLGA8A",1.21556860064147e-203,2.12944500932079,0.983,0.303,4.4424170079043e-199,"Upregulated in Hotspots"
"UBAC1",1.29598052790206e-203,-2.44186204410302,0.999,1,4.73629043727085e-199,"Upregulated in Coldspots"
"RPS26",1.33200182554432e-203,-8.71478509340454,1,1,4.86793387163428e-199,"Upregulated in Coldspots"
"AL139120.1",1.47943043317035e-203,4.4122467813912,0.77,0.064,5.40672646106435e-199,"Upregulated in Hotspots"
"KRT17",1.54906787987722e-203,3.2371630274433,0.846,0.096,5.66122347379929e-199,"Upregulated in Hotspots"
"CELA1",1.58478858958571e-203,3.86288679994832,0.754,0.038,5.79176837949993e-199,"Upregulated in Hotspots"
"ZNF532",1.96744646352498e-203,1.57142497288997,1,0.352,7.19022984559839e-199,"Upregulated in Hotspots"
"HELZ2",2.11177665084359e-203,3.06708415186812,0.944,0.292,7.71769894817297e-199,"Upregulated in Hotspots"
"SURF6",2.31706174872201e-203,-2.0682165314357,1,0.998,8.46793386687947e-199,"Upregulated in Coldspots"
"ADAR",2.31706283526706e-203,1.63882700555795,1,1,8.46793783776701e-199,"Upregulated in Hotspots"
"AC012358.3",2.52464901384737e-203,-3.05144821706622,0.835,0.94,9.2265822860066e-199,"Upregulated in Coldspots"
"AL391152.1",2.8444504184609e-203,4.05134187794989,0.775,0.046,1.03953284993072e-198,"Upregulated in Hotspots"
"MCTP2",3.02233332744238e-203,1.74625505053703,1,0.999,1.10454193784709e-198,"Upregulated in Hotspots"
"TECTA",3.05207051972075e-203,3.24357191293263,0.792,0.07,1.11540969213715e-198,"Upregulated in Hotspots"
"COX5A",3.26323891381281e-203,-2.4741516910864,1,1,1.19258329344203e-198,"Upregulated in Coldspots"
"ZFP1",3.8487319364919e-203,2.25215695276309,0.979,0.187,1.40655757351033e-198,"Upregulated in Hotspots"
"HP1BP3",3.9419751771832e-203,-2.86120528510412,1,1,1.44063424825337e-198,"Upregulated in Coldspots"
"YWHAZ",3.96362292862007e-203,2.32007501630616,1,1,1.44854563549349e-198,"Upregulated in Hotspots"
"FEN1",4.02565051059987e-203,-1.63210107415139,0.976,0.985,1.47121423560383e-198,"Upregulated in Coldspots"
"RPL38",4.09602612881584e-203,-37.2281879120061,1,1,1.49693370903704e-198,"Upregulated in Coldspots"
"PHC3",4.44668610165714e-203,1.68135746926729,1,1,1.62508590271162e-198,"Upregulated in Hotspots"
"LINC02614",4.91783738397879e-203,2.8118318221731,0.991,0.74,1.79727285034889e-198,"Upregulated in Hotspots"
"RHOU",5.21190840807468e-203,1.93115333275087,0.999,1,1.90474404681497e-198,"Upregulated in Hotspots"
"PRKCI",5.55059873366299e-203,1.48974917140808,1,1,2.02852181320448e-198,"Upregulated in Hotspots"
"RPS10",5.8309249483796e-203,-4.70594066114753,1,1,2.13096983163481e-198,"Upregulated in Coldspots"
"PRKX",6.56152192709165e-203,-2.32899875533403,0.807,0.999,2.39797380347491e-198,"Upregulated in Coldspots"
"AC068533.3",6.64283163368912e-203,2.69324670050527,0.887,0.119,2.42768924884803e-198,"Upregulated in Hotspots"
"IZUMO4",7.0942234030245e-203,4.5293585613576,0.751,0.028,2.59265488486933e-198,"Upregulated in Hotspots"
"CXCR6",7.2503229399722e-203,5.19790981930516,0.82,0.201,2.64970302164224e-198,"Upregulated in Hotspots"
"LINC01951",7.91124209424235e-203,5.07360376316589,0.726,0.014,2.89124253576181e-198,"Upregulated in Hotspots"
"HIST1H3C",8.32023799080489e-203,-2.6350032895849,0.893,0.958,3.04071417611956e-198,"Upregulated in Coldspots"
"AL391422.2",9.12404092065977e-203,7.28076582085849,0.706,0.002,3.33447199486432e-198,"Upregulated in Hotspots"
"TOMM6",9.33568610561772e-203,-3.45521970604162,1,1,3.41181984415905e-198,"Upregulated in Coldspots"
"LNPEP",9.36126114340516e-203,2.0254867534326,1,1,3.42116649746885e-198,"Upregulated in Hotspots"
"AC006480.2",1.18447358732418e-202,3.29892742447049,0.859,0.081,4.32877717223496e-198,"Upregulated in Hotspots"
"GPR3",1.19719815746738e-202,-5.84088299675298,0.004,0.707,4.37528038628028e-198,"Upregulated in Coldspots"
"SHQ1",1.22767564904175e-202,1.78644392110577,1,0.643,4.48666342698798e-198,"Upregulated in Hotspots"
"TMEM185A",1.30549551310446e-202,1.65437385461231,1,0.191,4.77106390219157e-198,"Upregulated in Hotspots"
"TACSTD2",1.3603067690089e-202,-5.09982644723512,0.789,0.93,4.97137711801992e-198,"Upregulated in Coldspots"
"ADGRB2",1.36346246292531e-202,4.18530104630507,0.776,0.048,4.98290991700683e-198,"Upregulated in Hotspots"
"RPL37A",1.56544743625409e-202,-55.7387801133881,1,1,5.72108420053419e-198,"Upregulated in Coldspots"
"PRMT1",1.57834029826225e-202,-2.22632768306114,0.998,1,5.76820245402921e-198,"Upregulated in Coldspots"
"AC103764.1",1.57847712402418e-202,-5.82931994508164,0.034,0.733,5.76870249745878e-198,"Upregulated in Coldspots"
"TACR3",1.87875939346626e-202,4.63247619552127,0.8,0.117,6.86611407936179e-198,"Upregulated in Hotspots"
"ACBD3-AS1",1.99746397384927e-202,3.68972767280358,0.82,0.086,7.29993183882953e-198,"Upregulated in Hotspots"
"PTGER3",2.44453001832451e-202,6.02916354075861,0.803,0.151,8.93377940496875e-198,"Upregulated in Hotspots"
"ZBTB18",2.45948165480757e-202,-1.92386646112435,0.99,0.203,8.98842165565974e-198,"Upregulated in Coldspots"
"CDADC1",2.47684652929787e-202,2.29445058278578,0.992,0.202,9.05188332597199e-198,"Upregulated in Hotspots"
"EIF5A",2.49146983373813e-202,-2.07221602919315,1,1,9.10532565437938e-198,"Upregulated in Coldspots"
"AC073167.1",2.63392995043532e-202,2.55414320356899,0.989,0.597,9.62596039686091e-198,"Upregulated in Hotspots"
"NCL",2.66763292951188e-202,-5.65137108671974,1,1,9.74913130419414e-198,"Upregulated in Coldspots"
"LSM5",2.99204048009864e-202,-1.96961574173999,1,1,1.09347111385685e-197,"Upregulated in Coldspots"
"FAM229A",3.0793730154937e-202,3.12741138888707,0.832,0.075,1.12538766224233e-197,"Upregulated in Hotspots"
"EGLN1",3.70265653238412e-202,1.99712513149926,0.998,1,1.3531728563251e-197,"Upregulated in Hotspots"
"AC008462.1",3.93098471607342e-202,2.35249218991572,0.866,0.076,1.43661767433619e-197,"Upregulated in Hotspots"
"SPINT2",4.04087215454293e-202,-7.99516541726478,1,1,1.47677713759926e-197,"Upregulated in Coldspots"
"AL049869.3",4.28187040817434e-202,2.82223081948449,0.941,0.165,1.56485235937139e-197,"Upregulated in Hotspots"
"CDCA3",4.64213485364405e-202,-2.80770990575696,0.901,0.962,1.69651460361276e-197,"Upregulated in Coldspots"
"SUMO3",4.76039728632939e-202,-2.28453252156615,1,1,1.73973479226194e-197,"Upregulated in Coldspots"
"PTH1R",4.82632724712187e-202,18.8030358673329,0.965,0.716,1.76382955573316e-197,"Upregulated in Hotspots"
"DGKQ",4.90082809609377e-202,1.41567426086301,0.968,0.167,1.79105663599843e-197,"Upregulated in Hotspots"
"ENKUR",7.15794002639651e-202,4.74973095749913,0.791,0.125,2.61594076204687e-197,"Upregulated in Hotspots"
"HPCAL1",8.35157445855074e-202,3.32673553765776,1,0.93,3.05216640162195e-197,"Upregulated in Hotspots"
"RBL2",9.41978297436719e-202,2.28161329992341,1,0.999,3.44255388581223e-197,"Upregulated in Hotspots"
"FNBP1L",1.02793100639884e-201,2.79111906445424,1,1,3.75667665598521e-197,"Upregulated in Hotspots"
"AGXT",1.07243883488381e-201,3.79386414225119,0.771,0.048,3.91933496596636e-197,"Upregulated in Hotspots"
"RBFOX3",1.18338350499037e-201,3.90351709863472,0.794,0.074,4.3247933573378e-197,"Upregulated in Hotspots"
"AL512283.2",1.23338904386672e-201,2.82222594347955,0.8,0.05,4.50754359971531e-197,"Upregulated in Hotspots"
"TGFB2",1.46486009710124e-201,2.25620715404825,0.991,0.833,5.35347771086619e-197,"Upregulated in Hotspots"
"AURKA",1.78209042261911e-201,-2.56229373920107,0.776,0.993,6.5128276585038e-197,"Upregulated in Coldspots"
"AC068756.1",1.92494795342949e-201,3.10146214947874,0.874,0.178,7.03491479060343e-197,"Upregulated in Hotspots"
"TBC1D25",1.93835183164097e-201,2.11720863252595,0.992,0.198,7.08390060391509e-197,"Upregulated in Hotspots"
"LINC01297",1.96991452537221e-201,3.86355209322577,0.737,0.022,7.19924962442528e-197,"Upregulated in Hotspots"
"SERBP1",2.010840147476e-201,-1.93187275576111,1,1,7.34881640296581e-197,"Upregulated in Coldspots"
"ZNF800",2.03289161658258e-201,0.557706273127441,1,1,7.42940570196268e-197,"Upregulated in Hotspots"
"HERC1",2.05518368846536e-201,-40.6487498461161,1,1,7.51087430786551e-197,"Upregulated in Coldspots"
"POLA2",2.21554882040472e-201,-1.91801783971767,0.98,0.992,8.09694471905108e-197,"Upregulated in Coldspots"
"AC110597.3",2.27592455089476e-201,3.64872847579571,0.71,0.006,8.31759386369998e-197,"Upregulated in Hotspots"
"SCARF2",2.32056891398654e-201,4.66766713362138,0.798,0.077,8.4807511530552e-197,"Upregulated in Hotspots"
"MAG",2.62392894729498e-201,4.05481580168213,0.764,0.052,9.58941073078422e-197,"Upregulated in Hotspots"
"CYSTM1",2.69928116651159e-201,-3.80224726135446,1,1,9.86479295113324e-197,"Upregulated in Coldspots"
"BCAR3",3.14438177052495e-201,2.93366859688851,1,1,1.14914576185605e-196,"Upregulated in Hotspots"
"PBK",4.05771651857907e-201,-2.41243107745492,0.704,0.99,1.48293307887991e-196,"Upregulated in Coldspots"
"SLC44A1",4.08455519109066e-201,-6.44500681748536,1,1,1.49274154013599e-196,"Upregulated in Coldspots"
"AC090796.1",4.66394369270124e-201,4.64608444432709,0.777,0.065,1.7044848619346e-196,"Upregulated in Hotspots"
"TACC2",5.90001886714772e-201,18.1556894337484,1,0.999,2.15622089518781e-196,"Upregulated in Hotspots"
"AC005224.3",5.95000141111644e-201,3.89118625854519,0.743,0.023,2.17448751570661e-196,"Upregulated in Hotspots"
"SLC17A8",5.98453692295353e-201,4.04942152809147,0.786,0.072,2.1871088638626e-196,"Upregulated in Hotspots"
"LMNB2",8.54372391903072e-201,-2.14332191456202,0.989,1,3.12238934344897e-196,"Upregulated in Coldspots"
"NOTCH2NLC",8.70487356354914e-201,2.30294131256064,0.997,0.579,3.18128309253467e-196,"Upregulated in Hotspots"
"ILF2",9.04707463707233e-201,-2.10675202196579,1,1,3.30634389686445e-196,"Upregulated in Coldspots"
"LNX2",9.24431010767515e-201,1.54841649269327,1,0.985,3.37842557195096e-196,"Upregulated in Hotspots"
"BANF1",1.10959891407653e-200,-2.12245084126482,1,1,4.05514019138408e-196,"Upregulated in Coldspots"
"TPRKB",1.24057858160973e-200,-2.6832677819083,1,1,4.53381848435093e-196,"Upregulated in Coldspots"
"NDUFS7",1.32430260067402e-200,-1.89978367946363,1,1,4.83979628442329e-196,"Upregulated in Coldspots"
"PSME1",1.525574291791e-200,-2.79294507470215,1,1,5.57536380677939e-196,"Upregulated in Coldspots"
"SLC49A3",1.77206801865101e-200,2.436966065542,0.978,0.157,6.47619978096198e-196,"Upregulated in Hotspots"
"AC008840.1",1.7727880405796e-200,2.68898322195601,0.925,0.281,6.4788311731022e-196,"Upregulated in Hotspots"
"MIR3936HG",1.86321035847439e-200,-2.6954758503148,0.997,0.997,6.80928857608052e-196,"Upregulated in Coldspots"
"AC006378.1",2.02001927710205e-200,3.31212989259841,0.815,0.09,7.38236245009716e-196,"Upregulated in Hotspots"
"PSMA3",2.26320244042766e-200,-3.33909632878263,1,1,8.27109963878694e-196,"Upregulated in Coldspots"
"CHIT1",2.97427547100608e-200,-4.41537521605331,0.071,0.787,1.08697871363388e-195,"Upregulated in Coldspots"
"IPO13",3.21038377294783e-200,1.75360023588194,0.936,0.108,1.17326685366151e-195,"Upregulated in Hotspots"
"ETFB",3.38439681225746e-200,-2.49593356459765,1,1,1.23686165900761e-195,"Upregulated in Coldspots"
"COX6C",3.86654762241296e-200,-5.18482993921728,1,1,1.41306849408704e-195,"Upregulated in Coldspots"
"LINC01002",4.74054204892214e-200,2.2739499000828,0.917,0.139,1.73247849719909e-195,"Upregulated in Hotspots"
"DAGLB",4.81261493789856e-200,4.08757231464304,1,0.673,1.75881825520441e-195,"Upregulated in Hotspots"
"TANC2",4.87126424000408e-200,12.08439034161,1,1,1.78025222915189e-195,"Upregulated in Hotspots"
"PLAG1",5.21254486901314e-200,2.16601813580323,1,0.387,1.90497664782954e-195,"Upregulated in Hotspots"
"PRDX2",5.79640538693158e-200,-6.17038032519923,1,1,2.11835431270801e-195,"Upregulated in Coldspots"
"QDPR",5.92972567357413e-200,-2.78399856032807,0.979,0.948,2.1670775446644e-195,"Upregulated in Coldspots"
"NOL6",6.28798869476744e-200,2.13427212408904,0.949,0.159,2.29800834838971e-195,"Upregulated in Hotspots"
"LCMT1-AS2",7.13436925668021e-200,15.3813269519055,0.704,0.945,2.60732658854635e-195,"Upregulated in Hotspots"
"TRMT112",7.52328286671397e-200,-2.61343302850552,1,1,2.74945895646929e-195,"Upregulated in Coldspots"
"OSBPL2",7.68853007787237e-200,0.579667262461973,1,1,2.80985020225924e-195,"Upregulated in Hotspots"
"SH3GLB1",9.60613341954218e-200,1.72172077475044,1,1,3.51065751950589e-195,"Upregulated in Hotspots"
"PID1",9.69653945299294e-200,-0.874560096715466,0.998,0.96,3.5436973084908e-195,"Upregulated in Coldspots"
"DZANK1",1.02301189500033e-199,2.14923397641972,0.975,0.191,3.7386992714682e-195,"Upregulated in Hotspots"
"MIR663AHG",1.02500437572824e-199,-3.26853190145666,0.924,0.977,3.74598099153642e-195,"Upregulated in Coldspots"
"AC124861.1",1.07734441793939e-199,-4.22681851006583,0.246,0.832,3.93726290980129e-195,"Upregulated in Coldspots"
"EDA2R",1.09365111516875e-199,3.13218077972806,0.824,0.086,3.99685736549573e-195,"Upregulated in Hotspots"
"AC036103.1",1.09676489539112e-199,2.82513884136237,0.869,0.135,4.00823698669637e-195,"Upregulated in Hotspots"
"CPNE8",1.20013558004541e-199,1.21186609525224,1,1,4.38601549083396e-195,"Upregulated in Hotspots"
"STX1A",1.83075426618615e-199,2.96731688355574,0.848,0.085,6.69067454120392e-195,"Upregulated in Hotspots"
"DUSP6",2.24499617621879e-199,-2.58696905953588,0.961,1,8.20456302560919e-195,"Upregulated in Coldspots"
"TIFAB",2.32452335972998e-199,-6.2068272864198,0.004,0.699,8.4952030704692e-195,"Upregulated in Coldspots"
"PSRC1",2.34897150491939e-199,-2.65935626562586,0.576,0.945,8.58455126187839e-195,"Upregulated in Coldspots"
"CLDN14",2.38245713013549e-199,3.74367338808241,0.777,0.065,8.70692782779315e-195,"Upregulated in Hotspots"
"AL137024.1",2.40576045065112e-199,7.24642489854621,0.696,0.001,8.79209214294959e-195,"Upregulated in Hotspots"
"SRSF12",2.67956829681664e-199,2.86449789528539,0.823,0.065,9.7927502975461e-195,"Upregulated in Hotspots"
"MED11",2.77393431427832e-199,-2.0592101808121,0.983,0.978,1.01376203449615e-194,"Upregulated in Coldspots"
"RAB25",2.91679677163756e-199,-3.2930365076368,0.88,0.922,1.06597254816266e-194,"Upregulated in Coldspots"
"CYP4A22-AS1",3.76621952299505e-199,2.59974320021998,0.739,0.018,1.37640258687377e-194,"Upregulated in Hotspots"
"AC092139.1",3.9274639019891e-199,4.08661698520085,0.731,0.022,1.43533095762094e-194,"Upregulated in Hotspots"
"MIR9-3HG",4.12789989760613e-199,2.52759777754769,0.887,0.103,1.50858229657914e-194,"Upregulated in Hotspots"
"DSEL",4.29013703912481e-199,4.8135710876432,0.998,0.918,1.56787348231855e-194,"Upregulated in Hotspots"
"RPS25",4.4971667292321e-199,-39.8292808152022,1,1,1.64353455286516e-194,"Upregulated in Coldspots"
"RPL36A",4.53388550972948e-199,-23.0938248897353,1,1,1.65695379838574e-194,"Upregulated in Coldspots"
"AC023669.2",5.70195787722681e-199,4.3767771825287,0.699,0.003,2.08383752581131e-194,"Upregulated in Hotspots"
"IGDCC3",5.7328787983213e-199,-3.26998571849421,0.712,0.996,2.0951378856345e-194,"Upregulated in Coldspots"
"RELL2",6.7610839052445e-199,3.45912508653311,0.824,0.103,2.47090572401066e-194,"Upregulated in Hotspots"
"IL7",7.44570463973992e-199,2.01691857527743,0.956,0.193,2.72110721763935e-194,"Upregulated in Hotspots"
"NPIPB3",8.18268695399613e-199,2.94879853997669,0.819,0.087,2.99044477420743e-194,"Upregulated in Hotspots"
"KIAA1328",9.34658338724505e-199,1.10059234687043,1,1,3.41580236470258e-194,"Upregulated in Hotspots"
"TRIP12",1.05865977143824e-198,1.51633765894052,1,1,3.8689780006982e-194,"Upregulated in Hotspots"
"RPL27",1.09956580821029e-198,-67.3470070424071,1,1,4.01847320268534e-194,"Upregulated in Coldspots"
"TMEM135",1.12406429961325e-198,1.84591501933908,1,0.925,4.10800538936657e-194,"Upregulated in Hotspots"
"FAHD1",1.28171677397834e-198,-2.50428811652705,0.991,0.982,4.68416212218125e-194,"Upregulated in Coldspots"
"AC084824.4",1.3245164612204e-198,2.3421365241139,0.924,0.148,4.84057785917609e-194,"Upregulated in Hotspots"
"EIF4A1",1.47702570846241e-198,-4.09821290652154,1,1,5.39793815414672e-194,"Upregulated in Coldspots"
"AL645728.1",1.83640574350794e-198,2.1227267941559,0.881,0.118,6.71132843022412e-194,"Upregulated in Hotspots"
"C1orf158",1.93782786927834e-198,4.13288681200003,0.723,0.02,7.08198573106462e-194,"Upregulated in Hotspots"
"HAS3",1.95885498127765e-198,3.67765295774468,0.729,0.027,7.15883141457731e-194,"Upregulated in Hotspots"
"PTPRQ",1.982832369832e-198,7.56271166671786,0.747,0.044,7.24645917878802e-194,"Upregulated in Hotspots"
"TMEM14A",2.07797049752304e-198,2.56370277675374,0.996,0.554,7.5941509802477e-194,"Upregulated in Hotspots"
"AMMECR1L",2.95649720905732e-198,1.91780532358544,1,0.904,1.08048147002209e-193,"Upregulated in Hotspots"
"ZDHHC21",3.21036298032161e-198,1.83917040686389,1,0.545,1.17325925478834e-193,"Upregulated in Hotspots"
"EBPL",3.28990525506575e-198,-2.27010707485476,0.988,1,1.20232877451633e-193,"Upregulated in Coldspots"
"LINC00630",4.77175406916416e-198,1.68439721354114,1,0.883,1.74388524211673e-193,"Upregulated in Hotspots"
"NREP",4.92733429535075e-198,-2.05214114129275,0.86,1,1.80074359157889e-193,"Upregulated in Coldspots"
"ZNF487",5.89332698038538e-198,1.88116921757561,0.999,0.26,2.15377527825164e-193,"Upregulated in Hotspots"
"CEP55",6.25460317958799e-198,-3.745004030088,0.822,0.98,2.28580727801223e-193,"Upregulated in Coldspots"
"NAA35",6.57374407611275e-198,1.59873745362783,1,1,2.40244051005616e-193,"Upregulated in Hotspots"
"TERF2",6.68120830339782e-198,-2.58410486519178,1,1,2.44171438655977e-193,"Upregulated in Coldspots"
"RPS27A",7.12890172110505e-198,-67.0153730467081,1,1,2.60532842299505e-193,"Upregulated in Coldspots"
"VGF",7.37157482899064e-198,2.90045914372547,0.775,0.065,2.69401573700292e-193,"Upregulated in Hotspots"
"UBE2T",7.58527128189956e-198,-2.50412908197959,0.998,0.99,2.77211324268301e-193,"Upregulated in Coldspots"
"AL021155.5",8.31337583650697e-198,-2.27650655562742,0.91,0.985,3.03820633320984e-193,"Upregulated in Coldspots"
"NUCKS1",8.82524455765723e-198,-4.72938312259369,1,1,3.22527387604141e-193,"Upregulated in Coldspots"
"SUPT20H",9.25261007561088e-198,1.87065240058279,1,0.92,3.38145887823275e-193,"Upregulated in Hotspots"
"USP2",1.01979208104025e-197,2.98954680158529,0.934,0.157,3.72693213936971e-193,"Upregulated in Hotspots"
"ZNF337-AS1",1.0496534683093e-197,2.00849142591589,0.981,0.151,3.83606356528318e-193,"Upregulated in Hotspots"
"AC008676.1",1.19372325651332e-197,3.62733874548475,0.728,0.028,4.36258101325356e-193,"Upregulated in Hotspots"
"MAP3K15",1.29259082547869e-197,2.9916168125549,0.871,0.148,4.72390243079441e-193,"Upregulated in Hotspots"
"TMEM150C",1.32123412329413e-197,-3.69563502470415,0.873,0.938,4.82858222699071e-193,"Upregulated in Coldspots"
"CAPN10",1.32155222903506e-197,1.89819179741447,0.976,0.183,4.82974477623154e-193,"Upregulated in Hotspots"
"LYAR",1.44043631007556e-197,-1.67798057331627,0.988,0.994,5.26421853880215e-193,"Upregulated in Coldspots"
"MLST8",1.4497263757273e-197,-2.74498003387535,0.952,1,5.29817001273298e-193,"Upregulated in Coldspots"
