"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance"
"TAT-AS1",1.5150959984061e-197,-5.40124629028098,0.013,0.703,5.53706983577492e-193,"Upregulated in Coldspots"
"COA7",1.85781539680992e-197,-4.74220820230377,0.95,0.922,6.78957214918153e-193,"Upregulated in Coldspots"
"ADAM10",1.92607376524225e-197,7.24076431781703,1,1,7.03902918245433e-193,"Upregulated in Hotspots"
"LRRC24",1.95915524352235e-197,3.78522596350412,0.719,0.014,7.15992875297679e-193,"Upregulated in Hotspots"
"AP000779.1",2.2211226055656e-197,2.42503197748709,0.968,0.186,8.11731467430003e-193,"Upregulated in Hotspots"
"HPDL",2.26585430365762e-197,-4.94200706339652,0.34,0.861,8.28079113814712e-193,"Upregulated in Coldspots"
"STAU1",2.37740385080762e-197,-1.76702360175204,1,1,8.68846011316153e-193,"Upregulated in Coldspots"
"TVP23B",2.46829230335461e-197,3.31223523029211,1,0.377,9.02062105183977e-193,"Upregulated in Hotspots"
"MBNL3",2.54333135260567e-197,-4.26313485772394,1,1,9.29485876123268e-193,"Upregulated in Coldspots"
"BX890604.2",2.91725201069558e-197,-2.90416746867559,0.902,0.998,1.06613891982881e-192,"Upregulated in Coldspots"
"AC104564.2",3.22650877496643e-197,3.83658579769015,0.73,0.022,1.17915989689923e-192,"Upregulated in Hotspots"
"FH",3.43137655179152e-197,-1.96024415443643,1,1,1.25403087461773e-192,"Upregulated in Coldspots"
"NUSAP1",3.48736746321716e-197,-2.69495616251071,1,1,1.27449331310734e-192,"Upregulated in Coldspots"
"CFAP58",3.61397459985767e-197,3.32571912152786,0.808,0.08,1.32076315726398e-192,"Upregulated in Hotspots"
"LRPAP1",4.29236117685058e-197,-2.40858179071326,1,1,1.56868631569181e-192,"Upregulated in Coldspots"
"S100A10",4.65407005381462e-197,-6.23496408829325,1,1,1.70087644186709e-192,"Upregulated in Coldspots"
"AC016549.1",4.77259135276857e-197,2.99634364707042,0.733,0.027,1.7441912357828e-192,"Upregulated in Hotspots"
"NCKAP1",5.62090399114967e-197,2.93595004208928,1,1,2.05421557260556e-192,"Upregulated in Hotspots"
"TSPAN14",7.04920808136136e-197,1.53676876841482,1,0.992,2.57620358541432e-192,"Upregulated in Hotspots"
"SEPTIN3",7.32654144293633e-197,4.52162723650297,0.846,0.274,2.67755783573551e-192,"Upregulated in Hotspots"
"GCNT2",7.89783004098005e-197,-2.42922334305594,0.966,1,2.88634096677657e-192,"Upregulated in Coldspots"
"PPP1R1C",8.52281786058123e-197,3.66286018132145,0.811,0.116,3.11474901532802e-192,"Upregulated in Hotspots"
"TCF7L2",8.53605424576294e-197,35.0210690420647,1,1,3.11958638465652e-192,"Upregulated in Hotspots"
"ANP32E",9.5589461323829e-197,-2.25536339508423,1,1,3.49341245354066e-192,"Upregulated in Coldspots"
"FCGR2B",9.5834416527659e-197,-13.6376982587626,0.182,0.796,3.50236458641983e-192,"Upregulated in Coldspots"
"FAM126A",9.94883566363986e-197,1.69943618618837,1,0.98,3.63590148163382e-192,"Upregulated in Hotspots"
"APOO",1.09525774950263e-196,-0.897028947054347,0.821,0.999,4.00272897133232e-192,"Upregulated in Coldspots"
"ITGA10",1.16635142909529e-196,-4.26396890323787,0.351,0.849,4.26254793277164e-192,"Upregulated in Coldspots"
"CHRNE",1.46691863178237e-196,2.516806524979,0.959,0.323,5.36100083171184e-192,"Upregulated in Hotspots"
"RO60",1.52737198848618e-196,1.70903806140375,1,0.989,5.58193366912159e-192,"Upregulated in Hotspots"
"AF279873.3",1.62692513009996e-196,4.36379538666814,0.714,0.013,5.94576058046333e-192,"Upregulated in Hotspots"
"SELENOK",1.87438321488301e-196,-2.09067330691894,1,1,6.85012089711144e-192,"Upregulated in Coldspots"
"CDCA2",1.96569540501682e-196,-3.00237068436054,0.768,0.973,7.18383042717448e-192,"Upregulated in Coldspots"
"CROT",2.08190330091018e-196,-2.46148750164708,1,1,7.60852380350636e-192,"Upregulated in Coldspots"
"STAB2",2.32688448445046e-196,5.49065827786898,0.715,0.019,8.50383203687265e-192,"Upregulated in Hotspots"
"WDR90",2.48954032585695e-196,2.14276930207773,0.977,0.215,9.0982740748768e-192,"Upregulated in Hotspots"
"CD2BP2",2.59609566266567e-196,-2.07315220107807,0.997,0.998,9.48769120877796e-192,"Upregulated in Coldspots"
"RPL32",2.610130844615e-196,-57.6597857397411,1,1,9.53898418472998e-192,"Upregulated in Coldspots"
"ROMO1",2.74708046508514e-196,-3.29317080901029,1,1,1.00394802677001e-191,"Upregulated in Coldspots"
"EPN3",2.795072457386e-196,-3.88703725866425,0.598,0.903,1.02148718027629e-191,"Upregulated in Coldspots"
"IL34",3.31818171785336e-196,3.98475053352139,0.809,0.06,1.21266269060669e-191,"Upregulated in Hotspots"
"AC012494.1",3.51572315715988e-196,3.18428356419705,0.908,0.24,1.28485618501565e-191,"Upregulated in Hotspots"
"HIP1",4.43420819448832e-196,4.71568329533727,0.996,0.991,1.6205257267577e-191,"Upregulated in Hotspots"
"PSMC4",4.47071411959565e-196,-1.53571405390467,1,1,1.63386718214743e-191,"Upregulated in Coldspots"
"STXBP5",4.48275619224761e-196,0.254226965906371,1,1,1.63826807801881e-191,"Upregulated in Hotspots"
"BCAS4",4.83194274383478e-196,-2.31635775143612,0.877,0.98,1.76588179516186e-191,"Upregulated in Coldspots"
"AFAP1",4.86555876586358e-196,-1.32119996950383,1,0.958,1.7781671065725e-191,"Upregulated in Coldspots"
"OSGEP",5.12719914605712e-196,-1.87632097364163,0.986,1,1.87378619991804e-191,"Upregulated in Coldspots"
"ADAMTS15",5.202721470162e-196,5.63780829161944,0.789,0.051,1.9013865884854e-191,"Upregulated in Hotspots"
"AL117209.1",5.61607012635767e-196,3.04778230873201,0.806,0.072,2.05244898837868e-191,"Upregulated in Hotspots"
"FRAT1",5.85227234133243e-196,2.41209276288751,0.859,0.118,2.13877144986335e-191,"Upregulated in Hotspots"
"SLC35D1",5.97711964211386e-196,-2.23564658457115,0.989,1,2.18439814440693e-191,"Upregulated in Coldspots"
"PCDH11X",6.27371216968548e-196,-2.31923850558273,0.938,0.983,2.29279084953326e-191,"Upregulated in Coldspots"
"RUNDC3A-AS1",6.84373929966073e-196,3.65941193090894,0.697,0.008,2.50111296445401e-191,"Upregulated in Hotspots"
"SLC51A",8.12809543164737e-196,2.61189537441823,0.867,0.122,2.97049375644985e-191,"Upregulated in Hotspots"
"MAML3",8.36521602186087e-196,3.40057274847356,1,1,3.05715184734927e-191,"Upregulated in Hotspots"
"ZC3H11A",8.92162176333053e-196,2.91168587126565,0.821,0.087,3.26049588962678e-191,"Upregulated in Hotspots"
"AC068774.1",9.053596971791e-196,3.21721885882402,0.824,0.099,3.30872754931074e-191,"Upregulated in Hotspots"
"HIST2H3PS2",1.04000370050041e-195,2.4853688891532,0.948,0.188,3.80079752384879e-191,"Upregulated in Hotspots"
"TRIM16L",1.07361388330297e-195,2.77412068025805,0.793,0.051,3.92362929791904e-191,"Upregulated in Hotspots"
"DEPDC1B",1.27771113985853e-195,4.77814920530207,0.973,1,4.66952313172699e-191,"Upregulated in Hotspots"
"RBL1",1.3901239428323e-195,-2.10030580943277,1,1,5.08034696147491e-191,"Upregulated in Coldspots"
"PTP4A1",1.57902670228069e-195,2.74001156366851,0.856,0.137,5.77071098615499e-191,"Upregulated in Hotspots"
"NDUFV2",1.80389392283809e-195,-3.10442906466278,1,1,6.59251073040408e-191,"Upregulated in Coldspots"
"ITGB1",1.97636227126116e-195,16.7010313673271,1,1,7.22281355655102e-191,"Upregulated in Hotspots"
"PSCA",2.2303691958772e-195,3.06666432082512,0.781,0.045,8.15110726325282e-191,"Upregulated in Hotspots"
"PDZD7",2.29593935185775e-195,2.81861005207856,0.933,0.144,8.39073995529932e-191,"Upregulated in Hotspots"
"NOG",2.3775995039423e-195,9.01896228177926,0.769,0.09,8.68917514710753e-191,"Upregulated in Hotspots"
"KBTBD7",2.46454364159458e-195,2.28953410456834,0.938,0.189,9.00692119257156e-191,"Upregulated in Hotspots"
"PPIL3",2.50251179419427e-195,-1.28345769392575,0.989,0.994,9.14567960306238e-191,"Upregulated in Coldspots"
"NUP37",2.55748615875872e-195,-1.42685952069493,1,1,9.34658891579963e-191,"Upregulated in Coldspots"
"BTBD10",2.7203339341172e-195,1.34484579542765,1,0.993,9.9417323956247e-191,"Upregulated in Hotspots"
"TIMP4",2.77168966647406e-195,-5.40280744834769,0.057,0.734,1.01294170550961e-190,"Upregulated in Coldspots"
"TSPAN10",3.14902606698964e-195,3.81735378665141,0.749,0.05,1.15084306644203e-190,"Upregulated in Hotspots"
"AC015522.1",3.18191577659152e-195,7.40832886700596,0.699,0.01,1.16286293971314e-190,"Upregulated in Hotspots"
"NBPF26",3.50150359529571e-195,1.81728891274531,0.985,0.64,1.27965950393677e-190,"Upregulated in Hotspots"
"HIST1H2BG",3.52162292016981e-195,2.4876224077844,1,0.755,1.28701231240526e-190,"Upregulated in Hotspots"
"SPAG1",3.57135303176502e-195,1.76914443575224,0.998,0.248,1.30518667898884e-190,"Upregulated in Hotspots"
"WFDC3",4.0147716885391e-195,3.90145494906963,0.741,0.035,1.4672384612935e-190,"Upregulated in Hotspots"
"AC110058.1",4.05383944733028e-195,-5.05325408828896,0.027,0.707,1.48151616442132e-190,"Upregulated in Coldspots"
"RPLP1",4.94913350612869e-195,-66.9213286086815,1,1,1.80871033114979e-190,"Upregulated in Coldspots"
"AHNAK2",5.04679645215319e-195,4.04502862255838,0.831,0.117,1.84440223140391e-190,"Upregulated in Hotspots"
"ZNF408",5.08050982207659e-195,2.06781299992779,0.905,0.13,1.85672311957611e-190,"Upregulated in Hotspots"
"PPP1R9A",5.27825148792328e-195,-3.40732163938831,1,1,1.92898978877644e-190,"Upregulated in Coldspots"
"SNRPG",5.36389157251875e-195,-3.81107700180962,1,1,1.9602878140927e-190,"Upregulated in Coldspots"
"TPTE",5.93945552281e-195,2.49040561710238,0.901,0.244,2.17063341536614e-190,"Upregulated in Hotspots"
"MAN2A1",6.08457047529859e-195,-12.0054498572705,1,1,2.22366712590262e-190,"Upregulated in Coldspots"
"SSH3",6.50977111932793e-195,2.83259880887828,0.881,0.257,2.37906095326958e-190,"Upregulated in Hotspots"
"FKBP2",7.73257689181575e-195,-1.88507872636574,0.892,0.996,2.82594755088298e-190,"Upregulated in Coldspots"
"MAML2",7.76628068999479e-195,5.90278878842167,1,1,2.8382649409655e-190,"Upregulated in Hotspots"
"ADAMTSL5",8.78782774092046e-195,4.67791082474991,0.692,0.006,3.21159952619679e-190,"Upregulated in Hotspots"
"F11R",9.19536584015834e-195,2.84418979332882,1,1,3.36053839994427e-190,"Upregulated in Hotspots"
"TRIAP1",9.84063908083939e-195,-1.74407755555248,0.958,0.986,3.59635995848356e-190,"Upregulated in Coldspots"
"B3GNT7",1.00905305696483e-194,5.10437587064852,0.804,0.199,3.68768530198368e-190,"Upregulated in Hotspots"
"COX20",1.04860999731742e-194,-1.88699267155752,1,1,3.83225009619626e-190,"Upregulated in Coldspots"
"CPPED1",1.07421380064861e-194,-1.57616859528214,1,1,3.92582175585041e-190,"Upregulated in Coldspots"
"SH3PXD2A",1.40434153099679e-194,4.37591285873952,0.993,1,5.13230655918086e-190,"Upregulated in Hotspots"
"LINC01133",1.46971658481867e-194,4.67635873973099,0.719,0.018,5.3712262308783e-190,"Upregulated in Hotspots"
"AC006972.1",1.4811482079815e-194,3.49520140379104,0.702,0.01,5.41300424088919e-190,"Upregulated in Hotspots"
"GNG12",1.49763891371551e-194,1.95480401037176,1,0.997,5.4732711740647e-190,"Upregulated in Hotspots"
"PCNX1",1.80656433936512e-194,2.74999894503753,1,1,6.60227003464376e-190,"Upregulated in Hotspots"
"MAP4K4",1.81626910636491e-194,-6.64141122363678,1,1,6.63773707612119e-190,"Upregulated in Coldspots"
"INVS",1.90089055121437e-194,0.882028053566277,1,1,6.94699460846804e-190,"Upregulated in Hotspots"
"PLA2G2A",2.03388972396787e-194,-96.1483754262865,0.978,0.989,7.433053385213e-190,"Upregulated in Coldspots"
"RASSF8",2.16748194690607e-194,-11.3643608975225,1,1,7.92127952316291e-190,"Upregulated in Coldspots"
"ADAMTS3",2.38829762920565e-194,1.65529953186192,0.884,0.127,8.72827251569496e-190,"Upregulated in Hotspots"
"UBE2B",3.24751041849169e-194,-4.23073962207286,1,1,1.18683515754197e-189,"Upregulated in Coldspots"
"CHCHD1",3.67305293207765e-194,-1.81775510071868,1,1,1.3423539245571e-189,"Upregulated in Coldspots"
"KCNQ1OT1",3.88541993313807e-194,20.0886508225346,1,1,1.41996556876464e-189,"Upregulated in Hotspots"
"LSM7",4.73635837467133e-194,-2.57224038979099,1,1,1.73094953160738e-189,"Upregulated in Coldspots"
"YOD1",4.76164281637488e-194,1.61647333710443,0.997,0.206,1.74018998367237e-189,"Upregulated in Hotspots"
"RBX1",4.78732611824731e-194,-3.10688085995381,1,1,1.74957620317466e-189,"Upregulated in Coldspots"
"LARGE2",6.89024980844809e-194,-4.65637990463258,0.57,0.895,2.51811069499544e-189,"Upregulated in Coldspots"
"XRCC4",7.0938969142733e-194,4.32740627288928,1,1,2.59253556629032e-189,"Upregulated in Hotspots"
"RASL10A",7.37260252825983e-194,2.14309047750942,0.894,0.208,2.69439131997784e-189,"Upregulated in Hotspots"
"LINC01591",8.48034054289324e-194,-4.94753890321989,0.064,0.735,3.09922525480576e-189,"Upregulated in Coldspots"
"MFSD10",8.78822826756762e-194,1.87580259334633,0.982,0.284,3.21174590266526e-189,"Upregulated in Hotspots"
"SETD5",8.92829965140984e-194,-1.4366262580345,1,1,3.26293639060424e-189,"Upregulated in Coldspots"
"ELF4",9.02427377646833e-194,1.95218340541795,1,0.927,3.29801109434811e-189,"Upregulated in Hotspots"
"CFDP1",9.39361218944904e-194,0.937299359352077,1,1,3.43298951075605e-189,"Upregulated in Hotspots"
"MPP7",9.75189498078784e-194,-3.94758919313774,0.998,1,3.56392753967872e-189,"Upregulated in Coldspots"
"INTS12",1.04074767708427e-193,1.94892902578925,1,0.305,3.80351646067219e-189,"Upregulated in Hotspots"
"CHODL",1.23464845340009e-193,-7.0156161934924,0.854,0.334,4.51214623779598e-189,"Upregulated in Coldspots"
"PICALM",1.82754525480603e-193,-1.24258280663162,1,1,6.67894688821412e-189,"Upregulated in Coldspots"
"NUMA1",1.99598806691191e-193,-1.81281883498884,1,1,7.29453798933626e-189,"Upregulated in Coldspots"
"CDK3",2.11363461270956e-193,3.78054448366939,0.876,0.227,7.72448905560835e-189,"Upregulated in Hotspots"
"HKDC1",2.23224547170667e-193,-7.17101303130009,0.024,0.701,8.15796430089921e-189,"Upregulated in Coldspots"
"AC121154.1",2.32755258914863e-193,3.59848175004501,0.695,0.009,8.50627369230258e-189,"Upregulated in Hotspots"
"AC010624.3",2.59566935209618e-193,4.13561304129284,0.694,0.009,9.48613321417069e-189,"Upregulated in Hotspots"
"SLC35E1",2.65633001125225e-193,1.14018752478921,1,0.997,9.70782365912246e-189,"Upregulated in Hotspots"
"AC002463.1",3.10139562809232e-193,1.29867173815805,0.996,0.54,1.13343604624262e-188,"Upregulated in Hotspots"
"PLAAT4",3.22592824767578e-193,-3.11176942466966,0.569,0.902,1.17894773739559e-188,"Upregulated in Coldspots"
"PDHX",3.30633933345752e-193,1.56224613862756,1,0.989,1.20833477280539e-188,"Upregulated in Hotspots"
"FBLIM1",3.35077652076927e-193,2.96313129081598,0.982,0.716,1.22457478728034e-188,"Upregulated in Hotspots"
"GTSE1",3.61415599617587e-193,-4.11480248853657,0.687,0.996,1.32082945036243e-188,"Upregulated in Coldspots"
"TBC1D8B",3.72403901934146e-193,2.17099250854955,0.996,0.322,1.36098730000853e-188,"Upregulated in Hotspots"
"ARX",3.73381799993156e-193,3.96357511129025,0.681,0.001,1.36456112625499e-188,"Upregulated in Hotspots"
"NR1D1",4.57732897636662e-193,-5.03929478085881,0.201,0.802,1.67283064770295e-188,"Upregulated in Coldspots"
"AC007493.1",4.60734074788389e-193,2.20291242920707,0.999,0.294,1.68379874972165e-188,"Upregulated in Hotspots"
"LINC02801",4.9188560696694e-193,4.00602536447361,0.733,0.041,1.79764513922138e-188,"Upregulated in Hotspots"
"AMZ1",4.97416936292729e-193,3.66462215539895,1,0.989,1.81785993537541e-188,"Upregulated in Hotspots"
"HIST1H2BC",5.02743016044816e-193,3.65171610612674,1,0.988,1.83732462643739e-188,"Upregulated in Hotspots"
"RPL19",5.56453316808267e-193,-20.2883397984353,1,1,2.03361429160749e-188,"Upregulated in Coldspots"
"ZNF655",5.65434085844296e-193,0.869420904592585,1,0.999,2.06643541012657e-188,"Upregulated in Hotspots"
"RPL36",5.80724908809907e-193,-26.0534783441864,1,1,2.12231725173669e-188,"Upregulated in Coldspots"
"PIK3R1",5.80724908809907e-193,0.329996875064401,1,1,2.12231725173669e-188,"Upregulated in Hotspots"
"ZNF616",5.929000367318e-193,2.29853036466866,0.95,0.235,2.16681247424004e-188,"Upregulated in Hotspots"
"INHA",6.14434579730696e-193,5.08543513935846,0.853,0.191,2.2455126150838e-188,"Upregulated in Hotspots"
"PDCD5",6.77917202276356e-193,-3.23245519668262,1,1,2.47751620743917e-188,"Upregulated in Coldspots"
"KCTD21",7.19415245829871e-193,1.5025932713057,0.945,0.127,2.62917495740985e-188,"Upregulated in Hotspots"
"AC016026.2",7.67499119068276e-193,3.84348595633572,0.682,0.002,2.80490228054692e-188,"Upregulated in Hotspots"
"MISP",7.9681804345756e-193,5.09719282218397,0.687,0.007,2.91205122162e-188,"Upregulated in Hotspots"
"MRPS26",8.09152713181821e-193,-3.18592259417495,0.997,0.983,2.95712950559428e-188,"Upregulated in Coldspots"
"MLPH",8.47455271171841e-193,-3.17463694476657,0.048,0.746,3.09711003402461e-188,"Upregulated in Coldspots"
"SMC1A",8.82802207184908e-193,-2.23765559034982,1,1,3.22628894637797e-188,"Upregulated in Coldspots"
"PCDHGA10",1.03094278359519e-192,1.73261738089166,0.945,0.126,3.76768349692699e-188,"Upregulated in Hotspots"
"INKA1",1.11230390474707e-192,5.9409509091032,0.176,0.823,4.06502585028863e-188,"Upregulated in Hotspots"
"BEND6",1.19520634453866e-192,3.00483468902994,0.79,0.074,4.36800110675098e-188,"Upregulated in Hotspots"
"CAMK1G",1.24597481725841e-192,-5.48494151467348,0.008,0.685,4.55353956715257e-188,"Upregulated in Coldspots"
"SLC1A5",1.30059911460382e-192,1.53996780391041,0.996,0.403,4.75316952423113e-188,"Upregulated in Hotspots"
"SLC25A24",1.35957546420859e-192,1.53126133991785,1,0.987,4.96870449149671e-188,"Upregulated in Hotspots"
"PGAP2",1.66358222444818e-192,-2.94582142325155,0.986,0.989,6.0797275974683e-188,"Upregulated in Coldspots"
"ASPM",1.70163754708138e-192,-5.17480506607633,0.791,0.999,6.2188045795636e-188,"Upregulated in Coldspots"
"AL356488.3",2.06236565256578e-192,2.13295505476648,0.958,0.187,7.53712151386689e-188,"Upregulated in Hotspots"
"SWT1",2.17468601326701e-192,1.44027651605007,1,0.854,7.94760750408562e-188,"Upregulated in Hotspots"
"ZNF143",2.2742126856149e-192,-1.67703770844536,1,1,8.31133768084821e-188,"Upregulated in Coldspots"
"RPS15",2.3732470795589e-192,-22.702630356438,1,1,8.67326877695595e-188,"Upregulated in Coldspots"
"BIRC5",2.74292725241733e-192,-2.9016409669544,0.884,0.975,1.00243019366844e-187,"Upregulated in Coldspots"
"PLK4",2.77204505573572e-192,-3.31178040571025,0.933,0.952,1.01307158606918e-187,"Upregulated in Coldspots"
"SPRTN",2.88121558256039e-192,-2.68994734676763,0.97,0.991,1.05296904680252e-187,"Upregulated in Coldspots"
"YIPF5",2.913532843246e-192,1.04910508773006,1,1,1.06477971289268e-187,"Upregulated in Hotspots"
"RTRAF",3.19817688763642e-192,-3.01885115727745,1,1,1.16880572535561e-187,"Upregulated in Coldspots"
"HIST1H4D",3.30894549063325e-192,-5.53089907692122,0.261,0.822,1.20928721900683e-187,"Upregulated in Coldspots"
"AL138756.1",3.51091919734332e-192,2.46034724945583,0.964,0.189,1.28310052986109e-187,"Upregulated in Hotspots"
"TMEM263",3.93645503872523e-192,2.13998202512152,1,1,1.43861685845252e-187,"Upregulated in Hotspots"
"AC010168.2",4.06052761723989e-192,1.36797389649182,0.923,0.232,1.48396042299649e-187,"Upregulated in Hotspots"
"TENT5A",4.18503691067886e-192,3.62819452547744,1,0.998,1.5294635893767e-187,"Upregulated in Hotspots"
"MAPK8IP3",4.63056136142308e-192,1.90018031976882,1,1,1.69228495514568e-187,"Upregulated in Hotspots"
"ADAMTSL3",5.08530089701346e-192,-1.31506566030556,0.882,0.093,1.85847406582254e-187,"Upregulated in Coldspots"
"SLC25A20",5.3638436312236e-192,1.4708349202711,0.906,0.116,1.96027029346698e-187,"Upregulated in Hotspots"
"CLSTN2",5.97713996560275e-192,5.00990626240572,0.747,0.042,2.18440557182918e-187,"Upregulated in Hotspots"
"RPS5",7.12647955394528e-192,-24.2784895429381,1,1,2.60444321778484e-187,"Upregulated in Coldspots"
"AL031123.4",7.35931492058948e-192,-4.66445844864616,0.069,0.736,2.68953523087863e-187,"Upregulated in Coldspots"
"LINC00937",7.37490280932774e-192,1.35517240338724,0.943,0.171,2.69523198069692e-187,"Upregulated in Hotspots"
"TRIQK",7.59242641787614e-192,1.80144722735109,0.988,0.902,2.77472815867702e-187,"Upregulated in Hotspots"
"DCDC2",7.6283869559667e-192,-5.85650457144669,0.212,0.803,2.78787029692759e-187,"Upregulated in Coldspots"
