"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance"
"MRPS5",0.039590509792,0.506959988719883,0.207,0.13,1,"Not Significant"
"CIZ1",0.0753736399930404,0.506959988719883,0.13,0.073,1,"Not Significant"
"PSME4",0.0190844834757996,0.506667974744412,0.642,0.565,1,"Not Significant"
"AMMECR1",0.007451263913932,-0.50635266602479,0.244,0.373,1,"Not Significant"
"CDC73",0.0199705535710329,0.506279151028678,0.575,0.503,1,"Not Significant"
"DNASE1",0.166540822963803,-0.505890929729957,0.192,0.249,1,"Not Significant"
"FAM192A",0.668476575643165,-0.505890929729957,0.233,0.238,1,"Not Significant"
"PDXDC1",0.00819884233452564,-0.505235308250422,0.606,0.674,1,"Not Significant"
"DYNLT1",0.0437769137154348,0.505235308250422,0.187,0.109,1,"Not Significant"
"LMBRD1",0.0674500496600661,0.505235308250422,0.363,0.285,1,"Not Significant"
"TERF2",0.0981107779544127,0.505235308250422,0.181,0.119,1,"Not Significant"
"TOMM7",0.621574762769357,-0.505235308250422,0.145,0.119,1,"Not Significant"
"CRAMP1",0.080164675562546,0.504472582860789,0.244,0.171,1,"Not Significant"
"CPD",0.302142637169479,-0.504042505337589,0.218,0.249,1,"Not Significant"
"PTPRF",0.000831619979202148,0.503766417873175,0.202,0.383,1,"Not Significant"
"ANAPC10",0.0127162096150186,0.503574173880501,0.347,0.228,1,"Not Significant"
"PARN",0.0355524766817475,0.503432615224558,0.383,0.29,1,"Not Significant"
"MTG1",0.00512536196506201,0.502500340529183,0.228,0.114,1,"Not Significant"
"CENPC",0.00484820760218881,0.502500340529183,0.383,0.238,1,"Not Significant"
"PRR13",0.0407401184842231,0.502500340529183,0.14,0.073,1,"Not Significant"
"LINC01687",0.0512435881194632,-0.502500340529183,0.109,0.181,1,"Not Significant"
"PSMD5",0.153563647095208,0.502500340529183,0.135,0.088,1,"Not Significant"
"AP3M1",0.494569362751018,0.502500340529183,0.124,0.104,1,"Not Significant"
"PDHA1",0.583826427298125,-0.502500340529183,0.119,0.135,1,"Not Significant"
"SNRNP200",0.000427335860480253,0.500898235932682,0.301,0.14,1,"Not Significant"
"RARS",0.0182408770353003,0.500898235932682,0.295,0.187,1,"Not Significant"
"PLAG1",0.148385042630719,0.500898235932682,0.249,0.192,1,"Not Significant"
"ATF7IP",0.00230013275110384,0.500525398344125,0.705,0.617,1,"Not Significant"
"CEP295",0.00274267448750007,0.500428990509489,0.233,0.109,1,"Not Significant"
"MOSPD2",0.0100999428849621,0.500428990509489,0.233,0.124,1,"Not Significant"
"OGDH",0.10836225487884,-0.500428990509488,0.415,0.456,1,"Not Significant"
"ADH5",0.100074712384128,0.499571009490511,0.155,0.098,1,"Not Significant"
"INPP5B",0.00882215589488186,0.498805856971442,0.275,0.155,1,"Not Significant"
"CFL1",0.000205921487760501,0.498026863949875,0.383,0.187,1,"Not Significant"
"CAMSAP1",0.0299464995454105,0.497499659470817,0.192,0.109,1,"Not Significant"
"LINC00667",0.0568552279436727,0.497499659470817,0.114,0.057,1,"Not Significant"
"RBM18",0.152453864793197,0.497499659470817,0.104,0.062,1,"Not Significant"
"TAF8",0.161874779056009,0.497499659470817,0.109,0.067,1,"Not Significant"
"ZNF266",0.220621683044453,0.497499659470817,0.109,0.073,1,"Not Significant"
"RBM5",0.00274513019573078,0.497499659470817,0.518,0.363,1,"Not Significant"
"UBN2",0.03024061060704,0.497499659470817,0.399,0.295,1,"Not Significant"
"AC061958.1",0.0112830914641629,0.496831590442491,0.238,0.135,1,"Not Significant"
"NOP58",0.0295593048203641,0.496425826119499,0.28,0.181,1,"Not Significant"
"HNRNPUL1",0.111807035203489,0.496425826119499,0.275,0.207,1,"Not Significant"
"BTF3",0.882992851387307,-0.496425826119499,0.176,0.176,1,"Not Significant"
"ZNF652",0.0405185703698994,0.496233582126825,0.389,0.295,1,"Not Significant"
"SPINT2",0.0958345131297445,-0.495957494662411,0.124,0.187,1,"Not Significant"
"MLH3",0.0311553990197493,0.495527417139212,0.316,0.212,1,"Not Significant"
"SUZ12",0.0148273732935824,0.495527417139212,0.503,0.394,1,"Not Significant"
"GIPC1",0.06765698210334,0.494764691749578,0.145,0.083,1,"Not Significant"
"ZADH2",0.082338491485915,0.494764691749578,0.114,0.062,1,"Not Significant"
"TRIM66",0.0916808164682789,0.494764691749578,0.244,0.171,1,"Not Significant"
"ZBTB40",0.112060421873006,0.494764691749578,0.223,0.161,1,"Not Significant"
"AK3",0.148902134239257,-0.494764691749578,0.223,0.28,1,"Not Significant"
"SIRT2",0.203174769545872,0.494764691749578,0.135,0.093,1,"Not Significant"
"SS18L1",0.265770216136148,0.494764691749578,0.135,0.098,1,"Not Significant"
"TIMM17A",0.46852986876008,-0.494764691749578,0.098,0.119,1,"Not Significant"
"FBXL17",0.0265632749522334,0.494654667342212,0.813,0.819,1,"Not Significant"
"TSC22D1",0.543524933259288,0.49455783892237,0.492,0.528,1,"Not Significant"
"CLASRP",0.0104768763163593,0.493814612662961,0.28,0.166,1,"Not Significant"
"DNAJB6",0.136830783167668,-0.493408562831716,0.363,0.43,1,"Not Significant"
"MIER1",0.00711012720374534,0.493040011280117,0.451,0.316,1,"Not Significant"
"FBRSL1",0.0203840365129643,0.493040011280117,0.187,0.098,1,"Not Significant"
"CLK4",0.0224938325302569,0.493040011280117,0.145,0.073,1,"Not Significant"
"ALG14",0.119793380546305,0.493040011280117,0.14,0.088,1,"Not Significant"
"CATSPER2",0.176544703922458,0.493040011280117,0.15,0.104,1,"Not Significant"
"MACF1",0.000881934952922274,0.491492827869596,0.938,0.917,1,"Not Significant"
"NDUFV2",0.0146138534118548,0.491388385408959,0.347,0.228,1,"Not Significant"
"CD2AP",0.00905515017204834,-0.491248065898962,0.311,0.435,1,"Not Significant"
"SNAPC3",0.0238760684101697,0.490986352512142,0.228,0.135,1,"Not Significant"
"D2HGDH",0.0801246547966658,0.490986352512142,0.202,0.135,1,"Not Significant"
"USP8",0.0123551939802711,0.490747159103505,0.477,0.347,1,"Not Significant"
"DDX46",0.0443229488867777,0.490635118173003,0.352,0.259,1,"Not Significant"
"SZT2",0.0401926285210183,0.490325626583081,0.244,0.155,1,"Not Significant"
"TMEM245",0.00306022573202853,0.490050853695689,0.378,0.233,1,"Not Significant"
"TM9SF3",0.0176929828791371,-0.489146713307356,0.497,0.606,1,"Not Significant"
"SF1",0.0152815693397419,0.489038080722621,0.508,0.394,1,"Not Significant"
"ACAD11",0.00482901608339786,0.48903808072262,0.249,0.13,1,"Not Significant"
"BCAP29",0.566561629236317,-0.487549999063212,0.373,0.363,1,"Not Significant"
"TRAPPC10",0.0161301025871666,0.487351704094734,0.44,0.326,1,"Not Significant"
"CREM",0.163533390667975,-0.487048744194232,0.378,0.415,1,"Not Significant"
"DENND5B",0.0128946914308426,0.48693041776063,0.409,0.275,1,"Not Significant"
"GAB2",0.0376476971231971,0.486860680235981,0.782,0.777,1,"Not Significant"
"PPIB",0.148551983737631,-0.486828182346854,0.337,0.394,1,"Not Significant"
"SWAP70",0.0474851961645702,0.486660427109352,0.57,0.523,1,"Not Significant"
"HERC4",0.0028246943346462,0.485980751170477,0.793,0.736,1,"Not Significant"
"PGD",0.0118264946654055,0.485426827170242,0.145,0.062,1,"Not Significant"
"ACLY",0.0226258725289739,0.485426827170242,0.181,0.098,1,"Not Significant"
"AP2S1",0.050780120917467,0.485426827170242,0.176,0.104,1,"Not Significant"
"AUP1",0.131709894444287,0.485426827170242,0.145,0.093,1,"Not Significant"
"PRPSAP2",0.136753408075389,0.485426827170242,0.155,0.104,1,"Not Significant"
"USP49",0.184128108853968,0.485426827170242,0.15,0.104,1,"Not Significant"
"SLC8B1",0.265777686395752,0.485426827170242,0.135,0.098,1,"Not Significant"
"HOMER1",0.54959195019745,0.485426827170242,0.145,0.124,1,"Not Significant"
"RCOR3",0.0124470589672493,0.485426827170242,0.544,0.435,1,"Not Significant"
"LGALS1",0.000899210633513031,0.485426827170242,0.301,0.145,1,"Not Significant"
"SLC30A6",0.306718084536207,-0.485426827170242,0.249,0.285,1,"Not Significant"
"CDC14A",0.0502978056859846,0.485426827170242,0.389,0.295,1,"Not Significant"
"TYMP",0.000304623327317381,0.485426827170242,0.192,0.062,1,"Not Significant"
"MIDN",0.0043095296855121,0.485426827170242,0.228,0.109,1,"Not Significant"
"TTC1",0.0172355587968133,0.485426827170242,0.244,0.14,1,"Not Significant"
"IVD",0.0432937448140245,0.485426827170242,0.13,0.067,1,"Not Significant"
"SFI1",0.0787086632547132,0.485426827170242,0.135,0.078,1,"Not Significant"
"SIDT2",0.141203418107274,0.485426827170242,0.124,0.078,1,"Not Significant"
"KMT2B",0.141203418107274,0.485426827170242,0.124,0.078,1,"Not Significant"
"USP14",0.00134241917015579,0.483209001920423,0.425,0.254,1,"Not Significant"
"TRAPPC8",0.010707885715838,0.482941563780648,0.611,0.503,1,"Not Significant"
"SLC30A7",0.127745057288358,-0.482500467057583,0.456,0.477,1,"Not Significant"
"CXCL14",0.104292335188253,0.482392767080609,0.311,0.244,1,"Not Significant"
"GON4L",0.00596241897439981,0.482392767080609,0.352,0.218,1,"Not Significant"
"CUL1",0.0150625847978271,-0.481763613079657,0.513,0.622,1,"Not Significant"
"IP6K2",0.0233863879726328,0.481532911065751,0.269,0.171,1,"Not Significant"
"LIN54",0.0572795690543225,0.480625840906421,0.233,0.15,1,"Not Significant"
"ADNP2",0.0591126487330736,0.480625840906421,0.233,0.155,1,"Not Significant"
"H1FX",0.00114131126286264,0.479992941119614,0.202,0.083,1,"Not Significant"
"ZCCHC10",0.0294307038158459,0.479992941119614,0.218,0.13,1,"Not Significant"
"TRIT1",0.124188386541098,0.479992941119614,0.197,0.14,1,"Not Significant"
"STIM2",0.149222948827004,0.479992941119614,0.181,0.13,1,"Not Significant"
"SH3KBP1",0.17708267398027,0.479807754669082,0.446,0.389,1,"Not Significant"
"CHFR",0.000405536546042075,0.479609500574928,0.394,0.207,1,"Not Significant"
"MTRNR2L8",0.759771680675003,-0.47916783669856,0.109,0.114,1,"Not Significant"
"DENND10",0.515080108512337,-0.479167836698559,0.155,0.176,1,"Not Significant"
"TUBB",9.61905449517863e-05,0.478834149859813,0.326,0.14,1,"Not Significant"
"WDFY1",0.018208574323868,0.478653598574815,0.311,0.197,1,"Not Significant"
"CCT2",0.0109047668869959,0.478047296804645,0.181,0.088,1,"Not Significant"
"TDP1",0.187490103512469,0.478047296804645,0.161,0.114,1,"Not Significant"
"DDX42",0.0140640511622895,0.478047296804644,0.285,0.171,1,"Not Significant"
"EIF2A",0.111614955238862,0.478047296804644,0.28,0.212,1,"Not Significant"
"MGAT5",0.355032416196844,0.47798384398468,0.699,0.772,1,"Not Significant"
"CTDSPL",0.0904364980539364,-0.477701534061015,0.306,0.378,1,"Not Significant"
"SCAF4",0.00692398155928779,0.477578965347557,0.383,0.254,1,"Not Significant"
"LRBA",0.000418801263230384,-0.477459999812659,0.741,0.865,1,"Not Significant"
"DYNLRB1",0.107850702892125,0.476438043942987,0.13,0.078,1,"Not Significant"
"ZNF701",0.413164311767638,0.476438043942987,0.13,0.104,1,"Not Significant"
"CFD",0.0209274682471212,0.476438043942987,0.166,0.083,1,"Not Significant"
"AFG3L2",0.0230917419735936,0.476438043942987,0.269,0.166,1,"Not Significant"
"DYNC1I2",0.00192440765401671,0.475579041213894,0.472,0.316,1,"Not Significant"
"MBTD1",0.138042418948816,-0.475158491716415,0.394,0.466,1,"Not Significant"
"PNKD",0.0387366435217757,0.473931188332412,0.197,0.119,1,"Not Significant"
"DUSP3",0.0830328342697746,0.473931188332412,0.187,0.119,1,"Not Significant"
"GTPBP4",0.439429204642134,-0.473931188332412,0.161,0.187,1,"Not Significant"
"LINC01355",0.460681456032401,0.473931188332412,0.104,0.083,1,"Not Significant"
"COX6B1",0.634996772055654,-0.473931188332412,0.15,0.124,1,"Not Significant"
"UBE2G1",0.0544135589347048,0.473370809595171,0.394,0.316,1,"Not Significant"
"SRP19",0.109418264249163,-0.472752997135131,0.176,0.238,1,"Not Significant"
"DSC2",0.449632270557682,0.472752997135131,0.207,0.181,1,"Not Significant"
"NMT1",0.00485806918296908,0.472068444315223,0.332,0.192,1,"Not Significant"
"AGGF1",0.0125834212227622,0.472068444315223,0.187,0.093,1,"Not Significant"
"DGCR8",0.154409884583996,-0.472068444315223,0.119,0.171,1,"Not Significant"
"LSM12",0.240578615758597,0.472068444315223,0.166,0.124,1,"Not Significant"
"TPM4",0.00459363915915836,0.471697666867567,0.549,0.404,1,"Not Significant"
"SRGAP2",0.00103543763279255,0.47145080818411,0.596,0.425,1,"Not Significant"
"HOOK2",0.201779736955469,-0.471305718925589,0.187,0.238,1,"Not Significant"
"PPP4R1",0.0459319492100157,-0.471142601163994,0.472,0.539,1,"Not Significant"
"PLD3",0.000464477572605819,0.471071534193172,0.43,0.244,1,"Not Significant"
"FUBP3",0.178563592109732,-0.471071534193172,0.347,0.409,1,"Not Significant"
"MCCC2",0.092566355583064,-0.470890734012361,0.207,0.28,1,"Not Significant"
"NCEH1",0.0138839872481113,0.470629825242161,0.326,0.202,1,"Not Significant"
"FAM168B",0.281721841473388,-0.470629825242161,0.28,0.316,1,"Not Significant"
"TRIM44",0.012111082927631,0.470142098719298,0.503,0.373,1,"Not Significant"
"VAPA",0.0221593532735653,0.469983021805688,0.575,0.472,1,"Not Significant"
"HNRNPD",0.00656354485894716,-0.46948528330122,0.622,0.725,1,"Not Significant"
"AMOT",0.0431928410571828,-0.46948528330122,0.067,0.13,1,"Not Significant"
"ASH2L",0.112655953204507,0.46948528330122,0.192,0.13,1,"Not Significant"
"AC027018.1",0.197786697050111,0.46948528330122,0.13,0.088,1,"Not Significant"
"CEBPA",0.583372909265263,-0.46948528330122,0.114,0.13,1,"Not Significant"
"DNMT3A",0.33561303704683,-0.468996482672831,0.497,0.487,1,"Not Significant"
"TIAL1",0.0603856689421585,0.468386923871777,0.373,0.28,1,"Not Significant"
"TXNDC11",0.0507711194625374,0.468148835738406,0.306,0.212,1,"Not Significant"
"NFKBIA",0.0633008965135636,0.468148835738406,0.244,0.166,1,"Not Significant"
"RPS6KB1",0.0391868025779625,0.467778961350817,0.259,0.171,1,"Not Significant"
"PDPK1",0.644298487624785,-0.467778961350817,0.218,0.228,1,"Not Significant"
"ARF6",0.0201396933780085,0.467126010427298,0.187,0.098,1,"Not Significant"
"ZDHHC2",0.0374340846345082,0.467126010427298,0.202,0.119,1,"Not Significant"
"SNRPA1",0.0704793253756673,0.467126010427298,0.207,0.135,1,"Not Significant"
"CNOT7",0.0939786065534811,0.467126010427298,0.197,0.135,1,"Not Significant"
"C1S",0.338751500445974,0.467126010427298,0.155,0.119,1,"Not Significant"
"ZNF586",0.530878708746232,-0.466781074372842,0.332,0.332,1,"Not Significant"
"YLPM1",0.0208346111692191,0.466567799918926,0.456,0.352,1,"Not Significant"
"DNAJC3",0.0257645821664374,0.466085104869236,0.451,0.347,1,"Not Significant"
"HSP90AA1",0.0502328168575089,-0.465851288833481,0.56,0.637,1,"Not Significant"
"PDIA6",0.0772120448154264,0.465663572348812,0.301,0.223,1,"Not Significant"
"NARS",0.0108972501753021,0.465663572348812,0.212,0.109,1,"Not Significant"
"RBAK",0.0492759824067936,0.465663572348812,0.13,0.067,1,"Not Significant"
"NDUFA12",0.0770166166887488,0.465663572348812,0.135,0.078,1,"Not Significant"
"WDR89",0.151205142286235,0.465663572348812,0.13,0.083,1,"Not Significant"
"PI4K2B",0.360904922151288,-0.465663572348812,0.166,0.197,1,"Not Significant"
"AC138150.1",0.38930707464446,-0.465663572348812,0.093,0.119,1,"Not Significant"
"RUFY3",0.00462424193915366,0.465122730715153,0.378,0.228,1,"Not Significant"
"PRKD3",0.0062855752580744,0.465122730715153,0.368,0.223,1,"Not Significant"
"C1orf21",0.0925823811527777,-0.46394709975979,0.306,0.389,1,"Not Significant"
"TBK1",0.0632626984591459,-0.46394709975979,0.373,0.435,1,"Not Significant"
"SUMO1",0.0238965928022719,0.462971976342546,0.218,0.124,1,"Not Significant"
"IFT74",0.0305288943743658,0.462971976342546,0.187,0.104,1,"Not Significant"
"RCN1",0.0955428417201038,-0.462971976342546,0.119,0.181,1,"Not Significant"
"KRT7",0.141380986267766,0.461904104316818,0.114,0.176,1,"Not Significant"
"SERINC1",0.00785918434879102,0.461580085215874,0.311,0.187,1,"Not Significant"
"DNAJC5",0.0851963886099614,0.460729589971713,0.383,0.301,1,"Not Significant"
"AKAP9",0.0139222438896269,-0.46044795896879,0.72,0.756,1,"Not Significant"
"ATXN2",0.00531828695048684,-0.459835113267501,0.725,0.834,1,"Not Significant"
"WRN",0.00587714574428012,0.459431618637297,0.477,0.332,1,"Not Significant"
"SF3B2",0.0457095464746016,0.459431618637297,0.218,0.135,1,"Not Significant"
"GDI1",0.0935230863959604,0.459431618637297,0.145,0.088,1,"Not Significant"
"RBM4",0.157279268413152,-0.459431618637297,0.228,0.295,1,"Not Significant"
"JOSD1",0.165765144245706,0.459431618637297,0.14,0.093,1,"Not Significant"
"ZNF337-AS1",0.496663458860755,-0.459431618637297,0.104,0.124,1,"Not Significant"
"AC005261.1",0.790593798965627,-0.459431618637297,0.119,0.124,1,"Not Significant"
"ZDHHC21",0.00297235848282535,0.459431618637297,0.627,0.513,1,"Not Significant"
"ENY2",0.0437796109606223,0.459431618637297,0.192,0.114,1,"Not Significant"
"RAB2B",0.106364533379944,0.459431618637297,0.104,0.057,1,"Not Significant"
"CDK11B",0.153452292011675,0.459431618637297,0.104,0.062,1,"Not Significant"
"ATN1",0.21284153358248,0.459431618637297,0.104,0.067,1,"Not Significant"
"SCARB2",0.0100846160580049,0.45810622117073,0.43,0.301,1,"Not Significant"
"EEF1D",0.748930853737732,-0.457989644463391,0.301,0.306,1,"Not Significant"
"TAPT1",0.100089695568179,-0.45747276559924,0.264,0.332,1,"Not Significant"
"EIF3J",0.017319566371077,0.457206953522784,0.306,0.192,1,"Not Significant"
"SF3B3",0.0475963559229674,0.456857674973471,0.29,0.202,1,"Not Significant"
"PHF2",0.482187109852415,-0.456857674973471,0.207,0.233,1,"Not Significant"
"SUN1",0.00697364076557803,0.456378294659743,0.285,0.161,1,"Not Significant"
"ZNF84",0.0304158485167607,0.456378294659743,0.244,0.15,1,"Not Significant"
"MED6",0.766342262528541,-0.456378294659743,0.176,0.181,1,"Not Significant"
"ANP32A",0.0290006763562397,0.456064767538899,0.347,0.244,1,"Not Significant"
"EMP3",0.010489125180827,0.45567948377619,0.176,0.083,1,"Not Significant"
"APOOL",0.0528032696587205,0.45567948377619,0.207,0.13,1,"Not Significant"
"LRRC41",0.1149219287797,0.45567948377619,0.192,0.13,1,"Not Significant"
"IQCH-AS1",0.517193873553929,-0.45567948377619,0.155,0.176,1,"Not Significant"
"SELENOF",0.0218043514947016,0.455369593314062,0.425,0.301,1,"Not Significant"
"CTNNA1",0.000751747592439934,-0.454683303739134,0.736,0.834,1,"Not Significant"
"SLC35B4",0.0601748391617343,0.454565863465481,0.166,0.098,1,"Not Significant"
"EXOC7",0.0876615476680114,0.454565863465481,0.161,0.098,1,"Not Significant"
"BRF1",0.775024697037603,-0.454565863465481,0.13,0.135,1,"Not Significant"
"OAZ1",0.623900040831643,-0.454565863465481,0.295,0.249,1,"Not Significant"
"ABHD18",0.0926920127178222,0.454031630894707,0.321,0.238,1,"Not Significant"
"SPG7",0.0126585122642894,0.453365617937943,0.347,0.218,1,"Not Significant"
"CEP57",0.0230565324522395,0.453365617937943,0.301,0.197,1,"Not Significant"
"ANAPC5",0.0598861585065681,0.453365617937943,0.326,0.233,1,"Not Significant"
"ARGLU1",0.0832872448256353,0.453005349477864,0.674,0.653,1,"Not Significant"
"ZWILCH",0.0472261800301012,0.452512204697507,0.109,0.052,1,"Not Significant"
"ENOPH1",0.183902263297617,0.452512204697507,0.119,0.078,1,"Not Significant"
"MICAL1",0.234762965968105,0.452512204697507,0.114,0.078,1,"Not Significant"
"VPS52",0.238968184989697,0.452512204697507,0.114,0.078,1,"Not Significant"
"TIMM9",0.301311037942997,0.452512204697507,0.109,0.078,1,"Not Significant"
"LMBRD2",0.0147716073913846,0.452512204697507,0.223,0.124,1,"Not Significant"
"AC104389.5",0.688192343976502,-0.452512204697507,0.135,0.145,1,"Not Significant"
"LATS2",0.286290342913217,-0.452512204697507,0.254,0.295,1,"Not Significant"
"CASP4",0.525772118833764,-0.451695969857692,0.254,0.269,1,"Not Significant"
"SPAG9",0.0383842505514421,-0.451460907528718,0.684,0.767,1,"Not Significant"
"RPS26",0.0231589195020027,0.451379346342564,0.332,0.223,1,"Not Significant"
"PTAR1",0.0445312185711011,0.450661409009565,0.383,0.29,1,"Not Significant"
"MBIP",0.172555019723113,0.450661409009565,0.145,0.098,1,"Not Significant"
"ABRAXAS2",0.191365649499899,0.450661409009565,0.145,0.098,1,"Not Significant"
"RAD9A",0.451051823571424,-0.450661409009565,0.13,0.155,1,"Not Significant"
"FDFT1",0.377226292907282,-0.450165722682446,0.238,0.275,1,"Not Significant"
"CCNI",0.800696879281369,-0.44961064782627,0.435,0.415,1,"Not Significant"
"UBE2V2",0.402718017878175,-0.44930740136359,0.202,0.233,1,"Not Significant"
"AHCYL1",0.160308504753303,0.448984831202182,0.28,0.223,1,"Not Significant"
"PHC3",0.012892139737985,0.448014821725117,0.637,0.534,1,"Not Significant"
"ARID1A",0.00217817361085231,0.447458976971221,0.528,0.373,1,"Not Significant"
"TMED2",0.0228654563877586,0.447458976971221,0.238,0.14,1,"Not Significant"
"PPP2R1B",0.0577649493000324,0.447458976971221,0.135,0.073,1,"Not Significant"
"UCKL1",0.112516440540013,0.447458976971221,0.13,0.078,1,"Not Significant"
"SEC61A2",0.159269284146762,0.447458976971221,0.135,0.088,1,"Not Significant"
"HMGCL",0.257484967634055,0.447458976971221,0.124,0.088,1,"Not Significant"
"ZNF552",0.489225836258001,-0.447458976971221,0.093,0.114,1,"Not Significant"
"DDRGK1",0.557445292666234,-0.447458976971221,0.093,0.109,1,"Not Significant"
"FSTL1",0.235177726392758,0.447458976971221,0.275,0.223,1,"Not Significant"
"NDST1",0.169577927030097,0.447458976971221,0.171,0.119,1,"Not Significant"
"FHL2",0.292776888233603,0.447458976971221,0.15,0.114,1,"Not Significant"
"ELP4",0.0664960634327551,0.446167396723015,0.477,0.399,1,"Not Significant"
"ZRANB3",0.119299695582918,0.446064394899468,0.269,0.202,1,"Not Significant"
"UBQLN1",0.0563934066507775,-0.445625819112267,0.352,0.44,1,"Not Significant"
"UBR1",0.00383911147892296,-0.445411148322363,0.523,0.648,1,"Not Significant"
"POLR2B",0.04243811238557,0.445411148322363,0.264,0.176,1,"Not Significant"
"SIRT1",0.817669329072231,-0.445411148322363,0.192,0.197,1,"Not Significant"
"SESTD1",0.0183214179052844,0.445411148322363,0.482,0.347,1,"Not Significant"
"TNPO1",0.00452248689782155,-0.445411148322362,0.653,0.782,1,"Not Significant"
"NUCB1",0.00608087999236984,0.444784842672896,0.207,0.098,1,"Not Significant"
"ZSCAN5A",0.164710584852762,0.444784842672896,0.171,0.119,1,"Not Significant"
"KCTD20",0.00047739893504142,0.444784842672896,0.358,0.181,1,"Not Significant"
"BAG2",0.101089244836938,0.443606651475615,0.124,0.073,1,"Not Significant"
"ARL8A",0.113310499459295,0.443606651475615,0.161,0.104,1,"Not Significant"
"RNF141",0.13297270749957,0.443606651475615,0.145,0.093,1,"Not Significant"
"FLII",0.168112028265464,0.443606651475615,0.14,0.093,1,"Not Significant"
"SKIL",0.325487778916888,0.443606651475615,0.218,0.181,1,"Not Significant"
"LTBP3",0.330686640416246,-0.443606651475615,0.098,0.13,1,"Not Significant"
"TVP23B",0.338016779225311,0.443606651475615,0.14,0.109,1,"Not Significant"
"ZNF600",0.345236392019395,-0.443606651475615,0.109,0.14,1,"Not Significant"
"NPM1",0.432857887175348,-0.442943495848728,0.399,0.326,1,"Not Significant"
"GABARAP",0.288606440726735,-0.442943495848728,0.233,0.171,1,"Not Significant"
"FAM219A",0.299925962805034,-0.442518235700951,0.161,0.197,1,"Not Significant"
"GNAQ",5.43813109990765e-05,0.442475569456966,0.927,0.87,1,"Not Significant"
"RBM41",0.0192818272041295,0.442004546879113,0.275,0.171,1,"Not Significant"
"SLC20A1",0.554114035190252,-0.442004546879113,0.207,0.223,1,"Not Significant"
"MARCKS",0.000388714465102391,0.441269040852023,0.477,0.28,1,"Not Significant"
"PDE4D",0.0155189881357924,-0.440637322515141,0.694,0.819,1,"Not Significant"
"HAT1",0.0217342429413295,0.440572591385981,0.15,0.073,1,"Not Significant"
"AC114763.1",0.0471050340805175,0.440572591385981,0.15,0.083,1,"Not Significant"
"KLF10",0.0972030048178098,0.440572591385981,0.145,0.088,1,"Not Significant"
"IGBP1",0.134159778856468,0.440572591385981,0.15,0.098,1,"Not Significant"
"RNF213-AS1",0.153369636030246,0.440572591385981,0.161,0.109,1,"Not Significant"
"NINL",0.217596035800485,0.440572591385981,0.145,0.104,1,"Not Significant"
"ABAT",0.286204186918008,0.440572591385981,0.15,0.114,1,"Not Significant"
"PNPT1",0.0436433098396711,0.440572591385981,0.249,0.161,1,"Not Significant"
"MAPKAP1",0.00875794314261824,0.440216062274841,0.668,0.56,1,"Not Significant"
"DLK1",0.0460051879042344,0.439623137557117,0.233,0.15,1,"Not Significant"
"DOCK1",0.000609520897998545,-0.439343405794977,0.596,0.762,1,"Not Significant"
"VAV3",0.720677413113956,0.439149955395651,0.694,0.772,1,"Not Significant"
"SH3D19",0.000505837439032996,-0.439042962289633,0.238,0.425,1,"Not Significant"
"EIF3D",0.00370652083225883,0.438884241233212,0.249,0.124,1,"Not Significant"
"SLC25A17",0.532302848392511,-0.438884241233212,0.176,0.197,1,"Not Significant"
"ARID1B",0.0134349918800889,0.438702301004597,0.881,0.933,1,"Not Significant"
"NHLRC2",0.0227173667219089,0.438573013739633,0.394,0.275,1,"Not Significant"
"MVP",0.07740853830038,0.438121112391885,0.187,0.119,1,"Not Significant"
"SNRPG",0.926994123369178,-0.438121112391885,0.135,0.135,1,"Not Significant"
"ESCO1",0.0731964871762198,0.437686238224044,0.352,0.275,1,"Not Significant"
"IRAK4",0.050113785455676,0.437405312307298,0.254,0.171,1,"Not Significant"
"TGIF1",0.147648820834097,-0.437405312307298,0.181,0.238,1,"Not Significant"
"NDUFA2",0.079810463000719,0.436099114806674,0.109,0.057,1,"Not Significant"
"IFT52",0.150754900743454,0.436099114806674,0.104,0.062,1,"Not Significant"
"TXNDC15",0.21535776421608,0.436099114806674,0.104,0.067,1,"Not Significant"
"FLYWCH1",0.21535776421608,0.436099114806674,0.104,0.067,1,"Not Significant"
"SMARCC1",0.0147637558690094,0.436099114806673,0.627,0.549,1,"Not Significant"
"FBXO11",0.00684312053350671,0.435717752118519,0.803,0.777,1,"Not Significant"
"TMBIM6",0.00447843612305605,0.435386144670646,0.352,0.212,1,"Not Significant"
"TTC17",0.000633342160162217,0.435170918775885,0.819,0.767,1,"Not Significant"
"USP45",0.169687426178355,0.434937056716549,0.259,0.202,1,"Not Significant"
"TMEM87B",0.0023427380867289,0.434719865140544,0.409,0.254,1,"Not Significant"
"CCDC138",0.0283238931926116,0.434402824145775,0.181,0.098,1,"Not Significant"
"EZH1",0.0318896132451188,0.434402824145775,0.218,0.13,1,"Not Significant"
"HPS5",0.0559323134883402,0.434402824145775,0.212,0.135,1,"Not Significant"
"NDUFA1",0.219697839835742,0.434402824145775,0.176,0.13,1,"Not Significant"
"MCM9",0.0314474177885671,-0.434095835094528,0.269,0.378,1,"Not Significant"
"ALG13",0.0165594663637424,0.433349377555785,0.508,0.378,1,"Not Significant"
"RBM12B",0.0943132119736824,0.432959407276106,0.207,0.14,1,"Not Significant"
