gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
MYO5A,1.0377529793158799e-23,2.5458929360425637,0.563,0.169,2.2916699042232576e-19
ST6GAL1,2.0286382477543477e-23,2.446100083013121,0.483,0.118,4.479841842515926e-19
LY86,2.0496515000736194e-23,2.9983085392441096,0.276,0.039,4.526245407612573e-19
HDAC9,4.119203408755793e-23,2.891197931169739,0.506,0.142,9.096436887555418e-19
SPIRE1,4.180953040120308e-23,2.3884634698784986,0.609,0.204,9.232798598497676e-19
MYO1F,5.1408596640297717e-23,2.2754181302896264,0.345,0.059,1.1352560396076945e-18
GAB3,5.538819153288444e-23,2.3956933447660154,0.425,0.093,1.2231374336206871e-18
MITF,8.754167030741359e-23,2.725740121572443,0.563,0.179,1.9331827053986143e-18
SCN9A,1.0895126643596154e-22,2.348698954274424,0.506,0.137,2.4059708167053388e-18
LCP2,1.2665841765345069e-22,2.3604127159492156,0.391,0.08,2.7969978370411514e-18
CEPT1,1.2696314232085232e-22,1.6959381653869605,0.805,0.392,2.8037270718713817e-18
CR1,1.7757191792098292e-22,2.3105063429761485,0.333,0.058,3.921320663449066e-18
LRRC39,1.982965040161082e-22,2.6862186366819993,0.414,0.093,4.378981698187718e-18
SPECC1,2.197960516837643e-22,2.094996513935747,0.471,0.119,4.853756209332567e-18
FKBP5,2.4426797538965705e-22,2.602018770266522,0.483,0.125,5.394169700529797e-18
FGF13,3.7229978235249086e-22,2.7892830356846576,0.46,0.12,8.221496093690055e-18
DKK2,3.767380668303834e-22,4.553030036678292,0.322,0.059,8.319506729815356e-18
ITGAM,4.044920555922169e-22,2.6010407087347303,0.31,0.051,8.932398063642926e-18
LY96,4.084491342625587e-22,2.0731135601163153,0.402,0.083,9.019782231920085e-18
MIR646HG,6.315236601520532e-22,2.8811704606447366,0.425,0.102,1.394593698713779e-17
MS4A4A,7.5438627601915585e-22,2.240977484960597,0.437,0.097,1.665911213333102e-17
AC009093.2,7.598330115489743e-22,2.55140994101013,0.31,0.052,1.6779392394036e-17
RCSD1,1.025648826383308e-21,2.310677928970748,0.402,0.088,2.2649403033022592e-17
PTPRE,1.3094950912303263e-21,2.334584846508837,0.529,0.155,2.8917580099639297e-17
MS4A6A,1.4816626846737904e-21,2.27108275058954,0.391,0.082,3.2719557065651316e-17
XKR6,2.328829951316486e-21,2.955800196089465,0.276,0.042,5.1427551814921963e-17
