"from","to","z","observed","expected","sd_null","week","k","scope","density_bin","obs_minus_exp","obs_over_exp","log2_obs_over_exp","p_adj","significant"
"FIB1","Hofbauer cells",1.01262596724699,25,19.09,5.83631092836265,9,40,"density_stratified",2,5.91,1.30958617070144,0.38911099317158,0.950564520969266,FALSE
"FIB2","Hofbauer cells",0.832274654895625,70,58.37,13.9737524514984,9,40,"density_stratified",2,11.63,1.19924618808979,0.262127855015737,0.950564520969266,FALSE
"Hofbauer cells","Hofbauer cells",2.00760121339806,30,18.56,5.69834283902883,9,40,"density_stratified",2,11.44,1.61637931025774,0.692765791070487,0.739482476299314,FALSE
"STB","Hofbauer cells",1.882088312867,33,21.61,6.05178828232956,9,40,"density_stratified",2,11.39,1.52707080048463,0.610766953151657,0.778230452936921,FALSE
"STB-progenitor","Hofbauer cells",0.169382758160161,6,5.55,2.65670487786672,9,40,"density_stratified",2,0.45,1.08108108088629,0.11247473033296,0.975082930677414,FALSE
"vCTB","Hofbauer cells",2.02266571575955,186,132.83,26.287092119921,9,40,"density_stratified",2,53.17,1.40028607994128,0.48572160245018,0.739482476299314,FALSE
"vCTBp","Hofbauer cells",-0.388764981963811,2,2.65,1.67196128706814,9,40,"density_stratified",2,-0.65,0.754716980847277,-0.405992358308679,0.958376821148028,FALSE
"Endothelial","STB",0.12020919202086,16,15.38,5.15767546105958,9,40,"density_stratified",2,0.619999999999999,1.04031209356045,0.0570164031058854,0.984592455978241,FALSE
"Erythroblasts","STB",-1.54687540794021,2,6.3,2.77979724571285,9,40,"density_stratified",2,-4.3,0.317460317409927,-1.65535182429706,0.929087981125872,FALSE
"EVT3","STB",-0.584864562751674,2,3.16,1.98336516399209,9,40,"density_stratified",2,-1.16,0.632911392204775,-0.659924556579469,0.953084748043287,FALSE
"FIB1","STB",-0.940688256354466,16,21.52,5.86804391547468,9,40,"density_stratified",2,-5.52,0.743494423757273,-0.427606170908514,0.950564520969266,FALSE
"FIB2","STB",-0.368576703037459,61,65.84,13.1315950241693,9,40,"density_stratified",2,-4.84,0.926488456851056,-0.110155091548762,0.962226360114688,FALSE
"Hofbauer cells","STB",0.355956776584869,24,21.81,6.15243238422205,9,40,"density_stratified",2,2.19,1.10041265469508,0.138044637100031,0.96295787645599,FALSE
"STB","STB",0.764038112376488,28,23.51,5.87667019027379,9,40,"density_stratified",2,4.49,1.19098256056185,0.252152289329291,0.950564520969266,FALSE
"STB-progenitor","STB",1.52355733981254,10,6.01,2.61887091100055,9,40,"density_stratified",2,3.99,1.66389351053845,0.734563104577912,0.938913517328192,FALSE
"vCTB","STB",-0.23816153430018,142,148.53,27.4183655179657,9,40,"density_stratified",2,-6.53,0.956035817673493,-0.0648634239045845,0.970857496303058,FALSE
"vCTBp","STB",-0.981567205409049,1,2.83,1.86436546467118,9,40,"density_stratified",2,-1.83,0.353356890334503,-1.50080204948412,0.950564520969266,FALSE
"Endothelial","STB-progenitor",3.04491224368268,11,3.89,2.33504266394091,9,40,"density_stratified",2,7.11,2.82776349541703,1.49966146356515,0.204753774102806,FALSE
"Erythroblasts","STB-progenitor",-1.31972880081415,0,1.72,1.30329806973917,9,40,"density_stratified",2,-1.72,0,-29.8973528539863,0.950564520969266,FALSE
"EVT3","STB-progenitor",1.60348092378332,2,0.67,0.829445476194667,9,40,"density_stratified",2,1.33,2.98507462241034,1.57776699764698,0.910164279618838,FALSE
"FIB1","STB-progenitor",-0.198896510857119,5,5.64,3.21775378081347,9,40,"density_stratified",2,-0.64,0.88652482253785,-0.173767066365143,0.973547708449571,FALSE
"FIB2","STB-progenitor",0.913817915265729,25,18.35,7.27716089605491,9,40,"density_stratified",2,6.65,1.36239782008924,0.446148032799192,0.950564520969266,FALSE
"Hofbauer cells","STB-progenitor",-0.88234207272459,3,5.77,3.13937200179535,9,40,"density_stratified",2,-2.77,0.519930675819769,-0.943608815624852,0.950564520969266,FALSE
"STB","STB-progenitor",0.811105493551647,9,6.35,3.26714591413399,9,40,"density_stratified",2,2.65,1.41732283442247,0.503168410348214,0.950564520969266,FALSE
"STB-progenitor","STB-progenitor",0.187306849487646,2,1.73,1.44148492461031,9,40,"density_stratified",2,0.27,1.1560693634936,0.209227962552004,0.973547977379823,FALSE
"vCTB","STB-progenitor",0.966322784995965,53,40.18,13.2667884873347,9,40,"density_stratified",2,12.82,1.31906421101745,0.399514796662453,0.950564520969266,FALSE
"vCTBp","STB-progenitor",0.124865037448368,1,0.87,1.04112410112311,9,40,"density_stratified",2,0.13,1.14942528603514,0.200912693522871,0.983195597313761,FALSE
"Endothelial","vCTB",-0.80948270177674,87,94.16,8.84515503972472,9,40,"density_stratified",2,-7.16,0.923959218341929,-0.114098917868886,0.950564520969266,FALSE
"Erythroblasts","vCTB",1.85801578678881,48,37.67,5.55969441787964,9,40,"density_stratified",2,10.33,1.27422352000865,0.349618373642405,0.792273934605235,FALSE
"EVT3","vCTB",-0.645026672283496,17,19.44,3.78278930810255,9,40,"density_stratified",2,-2.44,0.874485596662835,-0.193493471005165,0.951136289112769,FALSE
"FIB1","vCTB",0.322402784381771,136,131.94,12.5929433502348,9,40,"density_stratified",2,4.06,1.03077156282378,0.0437246428376319,0.966838643555523,FALSE
"FIB2","vCTB",0.665534511460104,432,413.33,28.0526399125039,9,40,"density_stratified",2,18.67,1.04516971910811,0.0637372336715827,0.950759106236612,FALSE
"Hofbauer cells","vCTB",0.296274768010547,135,131.17,12.9271892622574,9,40,"density_stratified",2,3.83000000000001,1.02919874970627,0.0415216109688731,0.966838643555523,FALSE
"STB","vCTB",0.285420092939185,155,151.72,11.4918328486896,9,40,"density_stratified",2,3.28,1.02161877141431,0.0308569401573819,0.966838643555523,FALSE
"STB-progenitor","vCTB",-0.892758446958617,33,37.96,5.55581413539642,9,40,"density_stratified",2,-4.96,0.869336143285845,-0.2020139662664,0.950564520969266,FALSE
"vCTB","vCTB",0.221165929603054,934,921.8,55.1622034265192,9,40,"density_stratified",2,12.2,1.01323497504772,0.0189687836826608,0.973052344727076,FALSE
"vCTBp","vCTB",1.04011853407362,22,18.5,3.36500108814727,9,40,"density_stratified",2,3.5,1.18918918912491,0.249978254143539,0.950564520969266,FALSE
"Endothelial","vCTBp",-1.05697041096202,0,1.72,1.62729247773128,9,40,"density_stratified",2,-1.72,0,-29.8973528539863,0.950564520969266,FALSE
"Erythroblasts","vCTBp",-0.821000945071329,0,0.8,0.974420314594759,9,40,"density_stratified",2,-0.8,0,-29.8973528539863,0.950564520969266,FALSE
"EVT3","vCTBp",-0.53478260799811,0,0.41,0.766666666666667,9,40,"density_stratified",2,-0.41,0,-29.8973528539863,0.957033259980545,FALSE
"FIB1","vCTBp",-1.23318086446201,0,2.56,2.07593230850501,9,40,"density_stratified",2,-2.56,0,-29.8973528539863,0.950564520969266,FALSE
"FIB2","vCTBp",-0.975282764243305,3,8.18,5.31128016298302,9,40,"density_stratified",2,-5.18,0.366748166214334,-1.44713833868849,0.950564520969266,FALSE
"Hofbauer cells","vCTBp",-0.211835055202108,2,2.45,2.12429429755537,9,40,"density_stratified",2,-0.45,0.81632653027905,-0.2927817480494,0.973118154715297,FALSE
"STB","vCTBp",-0.852271176079197,1,3.3,2.69867157742996,9,40,"density_stratified",2,-2.3,0.303030302938476,-1.72246602014738,0.950564520969266,FALSE
"STB-progenitor","vCTBp",-0.835126639363365,0,0.79,0.945964314785967,9,40,"density_stratified",2,-0.79,0,-29.8973528539863,0.950564520969266,FALSE
"vCTB","vCTBp",-1.05943626136182,7,18.03,10.4111973520355,9,40,"density_stratified",2,-11.03,0.388241819168705,-1.36497256596406,0.950564520969266,FALSE
"vCTBp","vCTBp",-0.615210054586139,0,0.44,0.715202874375622,9,40,"density_stratified",2,-0.44,0,-29.8973528539863,0.951136289112769,FALSE
"Endothelial","Endothelial",0.2610211149438,20,18.6,5.36355076117275,9,40,"density_stratified",3,1.4,1.07526881714649,0.104697379930835,0.966922810919204,FALSE
"Erythroblasts","Endothelial",-0.427035423977273,12,14.23,5.222049212694,9,40,"density_stratified",3,-2.23,0.843288826363789,-0.24590125442119,0.958376821148028,FALSE
"FIB1","Endothelial",-1.17110892534413,16,23.9,6.74574313956961,9,40,"density_stratified",3,-7.9,0.669456066917596,-0.578938710998724,0.950564520969266,FALSE
"FIB2","Endothelial",-1.17950426321788,46,57.41,9.67355553908059,9,40,"density_stratified",3,-11.41,0.801254136895989,-0.319668192664116,0.950564520969266,FALSE
"Hofbauer cells","Endothelial",-0.915729373528577,16,20.91,5.36184613164104,9,40,"density_stratified",3,-4.91,0.765184122392865,-0.386121154998428,0.950564520969266,FALSE
"STB","Endothelial",0.79895422008571,11,7.95,3.81749031737244,9,40,"density_stratified",3,3.05,1.38364779856809,0.468476759101508,0.950564520969266,FALSE
"STB-progenitor","Endothelial",-1.39191838941698,5,10.73,4.11662065978463,9,40,"density_stratified",3,-5.73,0.465983224560486,-1.10165007313287,0.950564520969266,FALSE
"vCTB","Endothelial",-2.28453213396034,88,125.65,16.4803985192572,9,40,"density_stratified",3,-37.65,0.700358137678469,-0.513835240307539,0.60214174484412,FALSE
"Endothelial","Erythroblasts",-0.28329387597467,12,13.43,5.04776178022487,9,40,"density_stratified",3,-1.43,0.893521965681793,-0.162424897424369,0.966838643555523,FALSE
"Erythroblasts","Erythroblasts",-0.383964470393102,7,8.58,4.11496406945787,9,40,"density_stratified",3,-1.58,0.815850815755728,-0.293622724067031,0.958376821148028,FALSE
"FIB1","Erythroblasts",-1.17585520344451,12,17.28,4.49034879750252,9,40,"density_stratified",3,-5.28,0.694444444404257,-0.526068809673596,0.950564520969266,FALSE
"FIB2","Erythroblasts",-0.807004400456601,33,40.78,9.64059179205354,9,40,"density_stratified",3,-7.78,0.809220205963482,-0.305395749135975,0.950564520969266,FALSE
"Hofbauer cells","Erythroblasts",-0.0190047901911413,15,15.1,5.26183130543622,9,40,"density_stratified",3,-0.0999999999999996,0.993377483377922,-0.00958604747242768,0.997969389196703,FALSE
"STB","Erythroblasts",-0.0356264538881079,6,6.11,3.08759328980232,9,40,"density_stratified",3,-0.11,0.981996726516858,-0.0262098780898246,0.996139532202942,FALSE
"STB-progenitor","Erythroblasts",0.670084882681154,10,7.72,3.40255400212454,9,40,"density_stratified",3,2.28,1.29533678739698,0.37332724832089,0.950564520969266,FALSE
"vCTB","Erythroblasts",-0.549749324222525,83,90.66,13.9336233114671,9,40,"density_stratified",3,-7.66,0.915508493261466,-0.127354823204409,0.957033259980545,FALSE
"Endothelial","FIB1",1.52223327765263,33,23.64,6.14886045121247,9,40,"density_stratified",3,9.36,1.39593908623537,0.481235989928112,0.938913517328192,FALSE
"Erythroblasts","FIB1",0.296020081866619,18,16.41,5.37125721227387,9,40,"density_stratified",3,1.59,1.09689213887283,0.133421668930666,0.966838643555523,FALSE
"FIB1","FIB1",-1.20884028447355,21,30.26,7.66023445588919,9,40,"density_stratified",3,-9.26,0.693985459329346,-0.527022657632074,0.950564520969266,FALSE
"FIB2","FIB1",-0.368121322343606,68,72.8,13.0391794995008,9,40,"density_stratified",3,-4.8,0.934065934053103,-0.0984037025362795,0.962226360114688,FALSE
"Hofbauer cells","FIB1",-0.184103825580613,26,27.29,7.00691577563686,9,40,"density_stratified",3,-1.29,0.952729937671208,-0.0698607698969141,0.973682326228556,FALSE
"STB","FIB1",-1.12194366105842,6,10.87,4.34068141557465,9,40,"density_stratified",3,-4.87,0.551977920832385,-0.857317532050468,0.950564520969266,FALSE
"STB-progenitor","FIB1",-1.19613309461628,8,13.77,4.82387789851671,9,40,"density_stratified",3,-5.77,0.580973129950547,-0.783456651981772,0.950564520969266,FALSE
"vCTB","FIB1",-0.216778655784602,157,161.19,19.3284711754396,9,40,"density_stratified",3,-4.19,0.97400583162123,-0.0379976832896745,0.973052344727076,FALSE
"Endothelial","FIB2",0.307320196706231,58,54.99,9.7943448948458,9,40,"density_stratified",3,3.01,1.05473722493081,0.0768836149828437,0.966838643555523,FALSE
"Erythroblasts","FIB2",0.0330321890314585,41,40.75,7.56837519090478,9,40,"density_stratified",3,0.25,1.00613496930046,0.00882385178550102,0.996460211635895,FALSE
"FIB1","FIB2",-0.0315944908487719,71,71.32,10.1283480559978,9,40,"density_stratified",3,-0.319999999999993,0.995513180019693,-0.00648767691661927,0.996604093408634,FALSE
"FIB2","FIB2",1.57504608567333,193,168.02,15.8598533881921,9,40,"density_stratified",3,24.98,1.14867277704351,0.199967876549439,0.918742029905875,FALSE
"Hofbauer cells","FIB2",0.315707043870127,68,65.31,8.52055743422336,9,40,"density_stratified",3,2.69,1.0411881794359,0.0582308394792352,0.966838643555523,FALSE
"STB","FIB2",-1.96171982778204,13,24.07,5.64300765138019,9,40,"density_stratified",3,-11.07,0.540091400060653,-0.888724515947412,0.749173966775463,FALSE
"STB-progenitor","FIB2",0.149992109852008,33,31.91,7.26704891960966,9,40,"density_stratified",3,1.09,1.03415857094848,0.0484574172036972,0.979000395843948,FALSE
"vCTB","FIB2",-0.646597502801589,360,376.34,25.2707440541529,9,40,"density_stratified",3,-16.34,0.956581814314299,-0.0640397290338139,0.951136289112769,FALSE
"Endothelial","Hofbauer cells",-1.227151172228,14,21.4,6.03022689155527,9,40,"density_stratified",3,-7.4,0.654205607446065,-0.612183967318334,0.950564520969266,FALSE
"Erythroblasts","Hofbauer cells",1.27694532356057,22,15.47,5.11376632831478,9,40,"density_stratified",3,6.53,1.42210730436832,0.508030327884206,0.950564520969266,FALSE
"FIB1","Hofbauer cells",-0.584169324345777,24,27.78,6.47072662305425,9,40,"density_stratified",3,-3.78,0.863930885498059,-0.211012191867525,0.953084748043287,FALSE
"FIB2","Hofbauer cells",-0.143249635671935,61,62.55,10.8202718463208,9,40,"density_stratified",3,-1.55,0.975219824125097,-0.036200640259282,0.980098352160944,FALSE
"Hofbauer cells","Hofbauer cells",-0.764175675071411,19,23.5,5.88869830070854,9,40,"density_stratified",3,-4.5,0.808510638263468,-0.306661336511057,0.950564520969266,FALSE
"STB","Hofbauer cells",-1.0128460517184,5,9.17,4.11711137335463,9,40,"density_stratified",3,-4.17,0.545256270387649,-0.874993636444393,0.950564520969266,FALSE
"STB-progenitor","Hofbauer cells",-0.301806826551592,11,12.32,4.37365852449513,9,40,"density_stratified",3,-1.32,0.892857142784671,-0.163498730784163,0.966838643555523,FALSE
"vCTB","Hofbauer cells",-1.32458969432203,120,143.73,17.9149815979968,9,40,"density_stratified",3,-23.73,0.834898768518508,-0.260326811752351,0.950564520969266,FALSE
"Endothelial","STB",-1.65464843838027,1,8.02,4.24259307023381,9,40,"density_stratified",3,-7.02,0.124688279286198,-3.00360222528967,0.892397797322553,FALSE
"Erythroblasts","STB",-0.695211416561531,4,6.13,3.06381619830069,9,40,"density_stratified",3,-2.13,0.652528548017532,-0.615887071940477,0.950564520969266,FALSE
"FIB1","STB",1.72461894709699,17,10.07,4.01827894210515,9,40,"density_stratified",3,6.93,1.68818272078568,0.755471063729597,0.85323585862401,FALSE
"FIB2","STB",1.97207428976874,36,23.9,6.13567149108104,9,40,"density_stratified",3,12.1,1.50627615056459,0.590986289246352,0.745448100195173,FALSE
"Hofbauer cells","STB",-0.0519025774853446,9,9.2,3.85337317794226,9,40,"density_stratified",3,-0.199999999999999,0.978260869458885,-0.0317088584093978,0.994563871270852,FALSE
"STB","STB",3.48455850592292,12,3.14,2.54264635862923,9,40,"density_stratified",3,8.86,3.82165604973833,1.9341979415223,0.0867317574511892,FALSE
"STB-progenitor","STB",-0.649362610823287,3,4.95,3.00294468275338,9,40,"density_stratified",3,-1.95,0.60606060593817,-0.722466022382098,0.951136289112769,FALSE
"vCTB","STB",1.60014806034267,73,54.5,11.5614301306831,9,40,"density_stratified",3,18.5,1.33944954125983,0.4216402351537,0.910164279618838,FALSE
"Endothelial","STB-progenitor",-0.195101176882802,10,10.92,4.71550205131538,9,40,"density_stratified",3,-0.92,0.915750915667056,-0.126972854814457,0.973547708449571,FALSE
"Erythroblasts","STB-progenitor",-0.333082828012416,6,7.09,3.27245930440546,9,40,"density_stratified",3,-1.09,0.846262341206451,-0.240823125242334,0.966566085670485,FALSE
"FIB1","STB-progenitor",-1.33508484940535,7,14.03,5.26558293414543,9,40,"density_stratified",3,-7.03,0.498930862402072,-1.00308817899883,0.950564520969266,FALSE
"FIB2","STB-progenitor",0.819724335090452,39,32.95,7.38052994182818,9,40,"density_stratified",3,6.05,1.18361153258927,0.243195659916667,0.950564520969266,FALSE
"Hofbauer cells","STB-progenitor",0.968935503628993,16,12.13,3.99407389298524,9,40,"density_stratified",3,3.87,1.3190436932136,0.399492355629021,0.950564520969266,FALSE
"STB","STB-progenitor",0.626934404581222,6,4.31,2.69565681357358,9,40,"density_stratified",3,1.69,1.39211136858652,0.477274632108387,0.951136289112769,FALSE
"STB-progenitor","STB-progenitor",-0.307076947369476,5,5.99,3.22394763974826,9,40,"density_stratified",3,-0.99,0.834724540762149,-0.260627906639201,0.966838643555523,FALSE
"vCTB","STB-progenitor",1.98692366002405,96,71.75,12.2047970367012,9,40,"density_stratified",3,24.25,1.33797909405801,0.420055575103625,0.741296882318485,FALSE
"Endothelial","vCTB",0.269847946699609,132,129,11.1173719734459,9,40,"density_stratified",3,3,1.02325581394556,0.0331668653339225,0.966838643555523,FALSE
"Erythroblasts","vCTB",-0.134404910739931,90,91.34,9.96987381256071,9,40,"density_stratified",3,-1.34,0.98532953797914,-0.0213217868255746,0.980098352160944,FALSE
"FIB1","vCTB",2.43116791573822,192,165.36,10.9576964326957,9,40,"density_stratified",3,26.64,1.16110304788848,0.21549601830423,0.509776503475959,FALSE
"FIB2","vCTB",-0.926967899100007,364,381.59,18.9758458908352,9,40,"density_stratified",3,-17.59,0.953903404174759,-0.0680849124416271,0.950564520969266,FALSE
"Hofbauer cells","vCTB",0.368290650561786,151,146.56,12.0556956655266,9,40,"density_stratified",3,4.44,1.0302947598183,0.0430571423932901,0.962226360114688,FALSE
"STB","vCTB",0.973125599473946,61,54.38,6.80282175559406,9,40,"density_stratified",3,6.62,1.12173593230743,0.165733092572448,0.950564520969266,FALSE
"STB-progenitor","vCTB",1.44348500267209,85,72.61,8.58339364497787,9,40,"density_stratified",3,12.39,1.17063765319969,0.227294589601233,0.950564520969266,FALSE
"vCTB","vCTB",1.2878369512741,903,856.18,36.3555339458087,9,40,"density_stratified",3,46.8200000000001,1.0546847625487,0.0768118538853505,0.950564520969266,FALSE
"Endothelial","Endothelial",-1.59856953680116,20,31.67,7.30027673475742,9,40,"density_stratified",4,-11.67,0.631512472351389,-0.66311686512715,0.910164279618838,FALSE
"Erythroblasts","Endothelial",-1.19758007620812,1,3.65,2.21279566306169,9,40,"density_stratified",4,-2.65,0.273972602664665,-1.86789645912208,0.950564520969266,FALSE
"EVT","Endothelial",-0.0736158676833963,7,7.24,3.2601666933896,9,40,"density_stratified",4,-0.24,0.966850828595739,-0.0486347739579851,0.99236774662828,FALSE
"FIB1","Endothelial",-0.639785724835786,24,28.22,6.59595835846973,9,40,"density_stratified",4,-4.22,0.850460666164052,-0.233683580456138,0.951136289112769,FALSE
"FIB2","Endothelial",-0.329339247418451,70,73.8,11.5382543363939,9,40,"density_stratified",4,-3.8,0.948509485081999,-0.0762658927266033,0.966838643555523,FALSE
"Hofbauer cells","Endothelial",0.783732856365897,30,24.92,6.48180047315076,9,40,"density_stratified",4,5.08,1.20385232739952,0.267658433499747,0.950564520969266,FALSE
"STB","Endothelial",-0.875510166580526,43,51.83,10.0855482165464,9,40,"density_stratified",4,-8.83,0.829635346308516,-0.269450732196761,0.950564520969266,FALSE
"STB-progenitor","Endothelial",0.0325518585708209,17,16.83,5.2224360583772,9,40,"density_stratified",4,0.170000000000002,1.01010101004099,0.0144995710376619,0.996604093408634,FALSE
"vCTB","Endothelial",-1.31282569911843,103,127.4,18.5858640755372,9,40,"density_stratified",4,-24.4,0.80847723704232,-0.306720938412584,0.950564520969266,FALSE
"Endothelial","Erythroblasts",-0.492683622320909,2,3.14,2.31385811880059,9,40,"density_stratified",4,-1.14,0.636942674956388,-0.650764557311328,0.957033259980545,FALSE
"Erythroblasts","Erythroblasts",-0.629544433280598,0,0.54,0.857763123337426,9,40,"density_stratified",4,-0.54,0,-29.8973528539863,0.951136289112769,FALSE
"EVT","Erythroblasts",-0.765067621951248,0,0.9,1.17636660265343,9,40,"density_stratified",4,-0.9,0,-29.8973528539863,0.950564520969266,FALSE
"FIB1","Erythroblasts",-0.842557083202521,1,3.1,2.49241272908826,9,40,"density_stratified",4,-2.1,0.322580645057232,-1.63226821149254,0.950564520969266,FALSE
"FIB2","Erythroblasts",-0.851218977303382,4,8.29,5.03983124617273,9,40,"density_stratified",4,-4.29,0.482509046986428,-1.05137209890507,0.950564520969266,FALSE
"Hofbauer cells","Erythroblasts",-1.2227560264493,0,2.75,2.24901774294486,9,40,"density_stratified",4,-2.75,0,-29.8973528539863,0.950564520969266,FALSE
"STB","Erythroblasts",-0.970580460966586,2,5.6,3.70912061782517,9,40,"density_stratified",4,-3.6,0.357142857079082,-1.48542682338832,0.950564520969266,FALSE
"STB-progenitor","Erythroblasts",-0.876424016985002,0,1.91,2.17931042749626,9,40,"density_stratified",4,-1.91,0,-29.8973528539863,0.950564520969266,FALSE
"vCTB","Erythroblasts",-1.20733849879542,4,14.58,8.76307680849113,9,40,"density_stratified",4,-10.58,0.274348422477754,-1.86591880939254,0.950564520969266,FALSE
"Endothelial","EVT",-0.144317580317233,6,6.56,3.88033113238673,9,40,"density_stratified",4,-0.56,0.914634146202038,-0.128733312764779,0.980098352160944,FALSE
"Erythroblasts","EVT",-0.727396318812534,0,0.73,1.00357945234631,9,40,"density_stratified",4,-0.73,0,-29.8973528539863,0.950564520969266,FALSE
"EVT","EVT",-0.353484732590782,1,1.65,1.83883472104296,9,40,"density_stratified",4,-0.65,0.606060605693297,-0.722466022965005,0.96295787645599,FALSE
"FIB1","EVT",-0.114315508799842,6,6.42,3.67404216886332,9,40,"density_stratified",4,-0.42,0.934579439106763,-0.0976107953074574,0.984776210976924,FALSE
"FIB2","EVT",0.111634513914271,17,16.28,6.44961826448479,9,40,"density_stratified",4,0.719999999999999,1.0442260441619,0.062434048051792,0.985130695597521,FALSE
"Hofbauer cells","EVT",-0.431730312712484,4,5.26,2.91848860843687,9,40,"density_stratified",4,-1.26,0.760456273619685,-0.39506279789471,0.958376821148028,FALSE
"STB","EVT",-0.675914659993149,8,12.17,6.16941789569463,9,40,"density_stratified",4,-4.17,0.657354149494055,-0.605257260862849,0.950564520969266,FALSE
"STB-progenitor","EVT",-0.72362722665936,2,3.6,2.21108319357027,9,40,"density_stratified",4,-1.6,0.555555555401235,-0.847996904358848,0.950564520969266,FALSE
"vCTB","EVT",-1.06172082894829,17,27.7,10.0779787936697,9,40,"density_stratified",4,-10.7,0.613718411530191,-0.704351227612825,0.950564520969266,FALSE
"Endothelial","FIB1",1.10874078218518,34,26.6,6.67423812471915,9,40,"density_stratified",4,7.4,1.27819548867375,0.354108501710972,0.950564520969266,FALSE
"Erythroblasts","FIB1",1.17104848162735,5,2.79,1.88719769804733,9,40,"density_stratified",4,2.21,1.79211469469817,0.841662973120828,0.950564520969266,FALSE
"EVT","FIB1",1.21787988875067,9,5.73,2.68499383969348,9,40,"density_stratified",4,3.27,1.57068062799814,0.651389863126869,0.950564520969266,FALSE
"FIB1","FIB1",0.833279231443158,30,24.5,6.60042851379034,9,40,"density_stratified",4,5.5,1.22448979586839,0.292180752612626,0.950564520969266,FALSE
"FIB2","FIB1",0.626133701013706,70,62.57,11.8664751431599,9,40,"density_stratified",4,7.43,1.11874700333836,0.161883819286859,0.951136289112769,FALSE
"Hofbauer cells","FIB1",-0.184688104260245,20,21.08,5.8476966025569,9,40,"density_stratified",4,-1.08,0.948766603370552,-0.0758748655229659,0.973547977379823,FALSE
"STB","FIB1",1.69229717505441,62,45.24,9.90369791154962,9,40,"density_stratified",4,16.76,1.37046861181763,0.454669287192592,0.874424426799311,FALSE
"STB-progenitor","FIB1",-0.384006811993853,13,14.72,4.47908720859755,9,40,"density_stratified",4,-1.72,0.883152173853047,-0.179266046605631,0.958376821148028,FALSE
"vCTB","FIB1",1.79776107139868,143,110.33,18.1726039783388,9,40,"density_stratified",4,32.67,1.29611166499324,0.374190018403655,0.824160436532953,FALSE
"Endothelial","FIB2",-1.80304939634183,51,73.22,12.3235669767443,9,40,"density_stratified",4,-22.22,0.696531002448832,-0.521740524506771,0.819068067857659,FALSE
"Erythroblasts","FIB2",0.75954359613563,10,7.75,2.96230527212381,9,40,"density_stratified",4,2.25,1.29032258047867,0.367731785432422,0.950564520969266,FALSE
"EVT","FIB2",-0.839029090969026,12,15.43,4.08805849055786,9,40,"density_stratified",4,-3.43,0.777705767934044,-0.362703654313288,0.950564520969266,FALSE
"FIB1","FIB2",-1.59676323371755,47,63.32,10.220676211593,9,40,"density_stratified",4,-16.32,0.742261528731171,-0.430000496763955,0.910164279618838,FALSE
"FIB2","FIB2",-1.71659327012724,138,169.52,18.3619501175995,9,40,"density_stratified",4,-31.52,0.814063237371319,-0.296787224055571,0.8570166990199,FALSE
"Hofbauer cells","FIB2",-0.633506773428159,51,56.78,9.12381720575552,9,40,"density_stratified",4,-5.78,0.898203592798552,-0.154885600397379,0.951136289112769,FALSE
"STB","FIB2",-2.55502270843426,84,120.92,14.4499694173246,9,40,"density_stratified",4,-36.92,0.694674164731271,-0.525591649009359,0.442466864513171,FALSE
"STB-progenitor","FIB2",-1.00158744494864,34,41.3,7.28843001758349,9,40,"density_stratified",4,-7.3,0.823244552038178,-0.280607033564225,0.950564520969266,FALSE
"vCTB","FIB2",-1.89386215641654,233,286.93,28.4762012986992,9,40,"density_stratified",4,-53.93,0.812044749587662,-0.300368860491786,0.778230452936921,FALSE
"Endothelial","Hofbauer cells",-0.550118175374048,20,23.67,6.67129384873441,9,40,"density_stratified",4,-3.67,0.844951415257923,-0.243059704426049,0.957033259980545,FALSE
"Erythroblasts","Hofbauer cells",-0.865192340760014,1,2.66,1.91864851424437,9,40,"density_stratified",4,-1.66,0.375939849482729,-1.41142624243126,0.950564520969266,FALSE
"EVT","Hofbauer cells",-0.862867961109972,3,5.61,3.0247965120639,9,40,"density_stratified",4,-2.61,0.534759358193447,-0.903038267672237,0.950564520969266,FALSE
"FIB1","Hofbauer cells",-1.96008500438657,9,22.69,6.9843909664134,9,40,"density_stratified",4,-13.69,0.396650506813722,-1.33405969888169,0.749575648196566,FALSE
"FIB2","Hofbauer cells",-2.04317926120047,34,56.17,10.8507366039585,9,40,"density_stratified",4,-22.17,0.605305323115448,-0.724265054195814,0.721982677951724,FALSE
"Hofbauer cells","Hofbauer cells",-0.96207050447977,13,18,5.19712430196748,9,40,"density_stratified",4,-5,0.722222222182099,-0.469485281383792,0.950564520969266,FALSE
"STB","Hofbauer cells",-1.99898506388786,22,40.72,9.3647523116517,9,40,"density_stratified",4,-18.72,0.540275049102646,-0.888234035028805,0.739482476299314,FALSE
"STB-progenitor","Hofbauer cells",-0.737015526885438,11,14.73,5.06095172109281,9,40,"density_stratified",4,-3.73,0.746775288476118,-0.42125390478987,0.950564520969266,FALSE
"vCTB","Hofbauer cells",-1.45845041068129,70,98.22,19.3493037485992,9,40,"density_stratified",4,-28.22,0.712685807363951,-0.488661898466,0.950564520969266,FALSE
"Endothelial","STB",0.970312531928268,61,51.57,9.71851819772932,9,40,"density_stratified",4,9.43,1.18285825089814,0.242277198330087,0.950564520969266,FALSE
"Erythroblasts","STB",0.834059704988769,8,5.69,2.76958590056457,9,40,"density_stratified",4,2.31,1.40597539518348,0.49157134824071,0.950564520969266,FALSE
"EVT","STB",0.941187974950103,15,11.26,3.97370142691962,9,40,"density_stratified",4,3.74,1.33214920059217,0.413755674257871,0.950564520969266,FALSE
