"week","sender_label","receiver_label","lr","mean_lr_score","median_lr_score","n_edges","null_mean","null_sd","z_null","p_empirical","k","p_adj"
8,"EVT3","Endothelial","TGFB1->TGFBR1",0.236994645168833,0,3,0.243245351098555,NA,NA,NA,8,NA
8,"EVT3","Endothelial","HLA-G->LILRB1",0,0,3,0,NA,NA,NA,8,NA
8,"EVT3","Erythroblasts","HLA-G->LILRB1",0,0,1,0,NA,NA,NA,8,NA
8,"EVT3","Erythroblasts","HLA-G->LILRB2",0,0,1,0,NA,NA,NA,8,NA
8,"EVT3","Erythroblasts","LGALS9->HAVCR2",0,0,1,0,NA,NA,NA,8,NA
8,"EVT3","FIB1","TGFB1->TGFBR2",0.64471890898945,0.64471890898945,1,0.192863134018869,NA,NA,NA,8,NA
8,"EVT3","FIB1","HLA-G->LILRB1",0,0,1,0,NA,NA,NA,8,NA
8,"EVT3","FIB1","HLA-G->LILRB2",0,0,1,0.00753521768683401,NA,NA,NA,8,NA
8,"EVT3","FIB2","TGFB1->TGFBR1",0.193938572699774,0,12,0.222438597166877,NA,NA,NA,8,NA
8,"EVT3","FIB2","TGFB1->TGFBR2",0.178345060216183,0,12,0.157267076883392,NA,NA,NA,8,NA
8,"EVT3","FIB2","PGF->FLT1",0.177837335453173,0,12,0.203661296076465,NA,NA,NA,8,NA
8,"EVT3","Hofbauer cells","TGFB1->TGFBR1",0.477525922975535,0.64471890898945,7,0.23599962334853,NA,NA,NA,8,NA
8,"EVT3","Hofbauer cells","PGF->FLT1",0.111527993382035,0,7,0.220697341907965,NA,NA,NA,8,NA
8,"EVT3","Hofbauer cells","HLA-G->LILRB2",0.039613715839356,0,7,0.00457548421408157,NA,NA,NA,8,NA
8,"EVT3","STB","PGF->FLT1",0.286080418912978,0,9,0.222200471961779,NA,NA,NA,8,NA
8,"EVT3","STB","TGFB1->TGFBR2",0.086743994852694,0,9,0.153065134090743,NA,NA,NA,8,NA
8,"EVT3","STB","TGFB1->TGFBR1",0.043371997426347,0,9,0.227667481330972,NA,NA,NA,8,NA
8,"EVT3","vCTB","TGFB1->TGFBR1",0.325373166906513,0.424172205659701,12,0.240751342193725,NA,NA,NA,8,NA
8,"EVT3","vCTB","PGF->FLT1",0.298938495533646,0.195173988418561,12,0.203799437634322,NA,NA,NA,8,NA
8,"EVT3","vCTB","TGFB1->TGFBR2",0.158053318771664,0,12,0.14998734475949,NA,NA,NA,8,NA
8,"EVT3","vCTB2","HLA-G->LILRB1",0,0,1,0,NA,NA,NA,8,NA
