"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Hofbauer cells","STB","IGF1","ITGAV_ITGB3",0.0121614298983589,0,"IGF1_ITGAV_ITGB3","IGF1 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"maternal macrophages","STB","IGF1","ITGAV_ITGB3",0.00360079215137285,0,"IGF1_ITGAV_ITGB3","IGF1 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"myeloid_unknown","STB","IGF1","ITGAV_ITGB3",0.00843641090453383,0,"IGF1_ITGAV_ITGB3","IGF1 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Endothelial_cells","vCTB1","IGF1","ITGA6_ITGB4",0.0245143881566173,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Hofbauer cells","vCTB1","IGF1","ITGA6_ITGB4",0.029581421644112,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"maternal macrophages","vCTB1","IGF1","ITGA6_ITGB4",0.00888554910885978,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"myeloid_unknown","vCTB1","IGF1","ITGA6_ITGB4",0.0206839674554513,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Endothelial_cells","vCTB2","IGF1","ITGA6_ITGB4",0.0135985208722148,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Hofbauer cells","vCTB2","IGF1","ITGA6_ITGB4",0.0164139051481727,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"maternal macrophages","vCTB2","IGF1","ITGA6_ITGB4",0.00488009446525728,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"myeloid_unknown","vCTB2","IGF1","ITGA6_ITGB4",0.0114124742322275,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Endothelial_cells","vCTB3","IGF1","ITGA6_ITGB4",0.0245143881566173,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Hofbauer cells","vCTB3","IGF1","ITGA6_ITGB4",0.029581421644112,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"maternal macrophages","vCTB3","IGF1","ITGA6_ITGB4",0.00888554910885978,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"myeloid_unknown","vCTB3","IGF1","ITGA6_ITGB4",0.0206839674554513,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Endothelial_cells","vCTBp","IGF1","ITGA6_ITGB4",0.0100742911763137,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Hofbauer cells","vCTBp","IGF1","ITGA6_ITGB4",0.0121614298983589,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"maternal macrophages","vCTBp","IGF1","ITGA6_ITGB4",0.00360079215137285,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"myeloid_unknown","vCTBp","IGF1","ITGA6_ITGB4",0.00843641090453383,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Endothelial_cells","STB","IGF2","ITGAV_ITGB3",0.00478290184016122,0,"IGF2_ITGAV_ITGB3","IGF2 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"EVT2","STB","IGF2","ITGAV_ITGB3",0.00239143387190043,0,"IGF2_ITGAV_ITGB3","IGF2 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"EVT3","STB","IGF2","ITGAV_ITGB3",0.00169727367769933,0,"IGF2_ITGAV_ITGB3","IGF2 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Fibroblast2","STB","IGF2","ITGAV_ITGB3",0.00148222654108945,0,"IGF2_ITGAV_ITGB3","IGF2 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Endothelial_cells","vCTB1","IGF2","ITGA6_ITGB4",0.0117643314192354,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"EVT2","vCTB1","IGF2","ITGA6_ITGB4",0.00590926100834511,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"EVT3","vCTB1","IGF2","ITGA6_ITGB4",0.00420203277820026,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Fibroblast2","vCTB1","IGF2","ITGA6_ITGB4",0.00366962888319746,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Endothelial_cells","vCTB2","IGF2","ITGA6_ITGB4",0.00647614426955673,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"EVT2","vCTB2","IGF2","ITGA6_ITGB4",0.00324233090397439,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"EVT3","vCTB2","IGF2","ITGA6_ITGB4",0.00230244552957155,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Fibroblast2","vCTB2","IGF2","ITGA6_ITGB4",0.00201072220596133,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Endothelial_cells","vCTB3","IGF2","ITGA6_ITGB4",0.0117643314192354,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"EVT2","vCTB3","IGF2","ITGA6_ITGB4",0.00590926100834511,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"EVT3","vCTB3","IGF2","ITGA6_ITGB4",0.00420203277820026,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Fibroblast2","vCTB3","IGF2","ITGA6_ITGB4",0.00366962888319746,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Endothelial_cells","vCTBp","IGF2","ITGA6_ITGB4",0.00478290184016122,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"EVT2","vCTBp","IGF2","ITGA6_ITGB4",0.00239143387190043,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"EVT3","vCTBp","IGF2","ITGA6_ITGB4",0.00169727367769933,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"Fibroblast2","vCTBp","IGF2","ITGA6_ITGB4",0.00148222654108945,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"EVT2","Endothelial_cells","SPP1","CD44",0.00444927437942023,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Fibroblast2","Endothelial_cells","SPP1","CD44",0.00885913204958833,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","Endothelial_cells","SPP1","CD44",0.103856601165466,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","Endothelial_cells","SPP1","CD44",0.104971437013146,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","Endothelial_cells","SPP1","CD44",0.0733667944402174,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"STB","Endothelial_cells","SPP1","CD44",0.00444927437942023,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"unknown2","Endothelial_cells","SPP1","CD44",0.0103079342917021,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"vCTB2","Endothelial_cells","SPP1","CD44",0.00444927437942023,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"vCTBp","Endothelial_cells","SPP1","CD44",0.00444927437942023,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"EVT2","STB","SPP1","ITGAV_ITGB3",0.00222626433884039,0,"SPP1_ITGAV_ITGB3","SPP1 - (ITGAV+ITGB3)","SPP1","Secreted Signaling","PMID: 21907263"
"Fibroblast2","STB","SPP1","ITGAV_ITGB3",0.00444263819070643,0,"SPP1_ITGAV_ITGB3","SPP1 - (ITGAV+ITGB3)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","STB","SPP1","ITGAV_ITGB3",0.0546949750274952,0,"SPP1_ITGAV_ITGB3","SPP1 - (ITGAV+ITGB3)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","STB","SPP1","ITGAV_ITGB3",0.0553146650819774,0,"SPP1_ITGAV_ITGB3","SPP1 - (ITGAV+ITGB3)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","STB","SPP1","ITGAV_ITGB3",0.0380254307745132,0,"SPP1_ITGAV_ITGB3","SPP1 - (ITGAV+ITGB3)","SPP1","Secreted Signaling","PMID: 21907263"
"STB","STB","SPP1","ITGAV_ITGB3",0.00222626433884039,0,"SPP1_ITGAV_ITGB3","SPP1 - (ITGAV+ITGB3)","SPP1","Secreted Signaling","PMID: 21907263"
"unknown2","STB","SPP1","ITGAV_ITGB3",0.00517294672928408,0,"SPP1_ITGAV_ITGB3","SPP1 - (ITGAV+ITGB3)","SPP1","Secreted Signaling","PMID: 21907263"
"vCTB2","STB","SPP1","ITGAV_ITGB3",0.00222626433884039,0,"SPP1_ITGAV_ITGB3","SPP1 - (ITGAV+ITGB3)","SPP1","Secreted Signaling","PMID: 21907263"
"vCTBp","STB","SPP1","ITGAV_ITGB3",0.00222626433884039,0,"SPP1_ITGAV_ITGB3","SPP1 - (ITGAV+ITGB3)","SPP1","Secreted Signaling","PMID: 21907263"
"Fibroblast2","Endothelial_cells","SPP1","ITGAV_ITGB1",0.0109629431960874,0.02,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","Endothelial_cells","SPP1","ITGAV_ITGB1",0.125659670186003,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","Endothelial_cells","SPP1","ITGAV_ITGB1",0.126975386706182,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","Endothelial_cells","SPP1","ITGAV_ITGB1",0.0894076146554027,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Fibroblast2","EVT2","SPP1","ITGAV_ITGB1",0.0122493587322898,0.01,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","EVT2","SPP1","ITGAV_ITGB1",0.138519877477736,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","EVT2","SPP1","ITGAV_ITGB1",0.139948693734171,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","EVT2","SPP1","ITGAV_ITGB1",0.0989777224499832,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","EVT3","SPP1","ITGAV_ITGB1",0.105266704943578,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","EVT3","SPP1","ITGAV_ITGB1",0.106394880280633,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","EVT3","SPP1","ITGAV_ITGB1",0.0743972933387436,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","Fibroblast1","SPP1","ITGAV_ITGB1",0.0575969931966781,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","Fibroblast1","SPP1","ITGAV_ITGB1",0.0582475369349858,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","Fibroblast1","SPP1","ITGAV_ITGB1",0.040080493090705,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","Fibroblast2","SPP1","ITGAV_ITGB1",0.0575969931966781,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","Fibroblast2","SPP1","ITGAV_ITGB1",0.0582475369349858,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","Fibroblast2","SPP1","ITGAV_ITGB1",0.040080493090705,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","Hofbauer cells","SPP1","ITGAV_ITGB1",0.0722362040605291,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","Hofbauer cells","SPP1","ITGAV_ITGB1",0.0730392791820091,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","Hofbauer cells","SPP1","ITGAV_ITGB1",0.0505062026266459,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Fibroblast2","maternal macrophages","SPP1","ITGAV_ITGB1",0.0110169486257519,0.03,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","maternal macrophages","SPP1","ITGAV_ITGB1",0.12620659306573,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","maternal macrophages","SPP1","ITGAV_ITGB1",0.127527200881817,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","maternal macrophages","SPP1","ITGAV_ITGB1",0.089812961286523,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","myeloid_unknown","SPP1","ITGAV_ITGB1",0.0546949750274952,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","myeloid_unknown","SPP1","ITGAV_ITGB1",0.0553146650819774,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","myeloid_unknown","SPP1","ITGAV_ITGB1",0.0380254307745132,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","STB","SPP1","ITGAV_ITGB1",0.0546949750274952,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","STB","SPP1","ITGAV_ITGB1",0.0553146650819774,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","STB","SPP1","ITGAV_ITGB1",0.0380254307745132,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","unknown2","SPP1","ITGAV_ITGB1",0.0502683567693704,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","unknown2","SPP1","ITGAV_ITGB1",0.0508405909167751,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","unknown2","SPP1","ITGAV_ITGB1",0.0348981200166232,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Fibroblast2","vCTB1","SPP1","ITGAV_ITGB1",0.0132367061176406,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","vCTB1","SPP1","ITGAV_ITGB1",0.148158490378129,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","vCTB1","SPP1","ITGAV_ITGB1",0.149669454834988,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","vCTB1","SPP1","ITGAV_ITGB1",0.106204080311893,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Fibroblast2","vCTB2","SPP1","ITGAV_ITGB1",0.0114650446046562,0.01,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","vCTB2","SPP1","ITGAV_ITGB1",0.130720567952989,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","vCTB2","SPP1","ITGAV_ITGB1",0.13208126960245,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","vCTB2","SPP1","ITGAV_ITGB1",0.0931640462420651,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Fibroblast2","vCTB3","SPP1","ITGAV_ITGB1",0.0115335747210169,0.01,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","vCTB3","SPP1","ITGAV_ITGB1",0.131407168215526,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","vCTB3","SPP1","ITGAV_ITGB1",0.132773925219089,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","vCTB3","SPP1","ITGAV_ITGB1",0.0936746409063862,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","vCTBp","SPP1","ITGAV_ITGB1",0.0987348249913676,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","vCTBp","SPP1","ITGAV_ITGB1",0.0998008046204177,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","vCTBp","SPP1","ITGAV_ITGB1",0.0696318143170343,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","Hofbauer cells","SPP1","ITGAV_ITGB5",0.0575969931966781,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","Hofbauer cells","SPP1","ITGAV_ITGB5",0.0582475369349858,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","Hofbauer cells","SPP1","ITGAV_ITGB5",0.040080493090705,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","myeloid_unknown","SPP1","ITGAV_ITGB5",0.0575969931966781,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","myeloid_unknown","SPP1","ITGAV_ITGB5",0.0582475369349858,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","myeloid_unknown","SPP1","ITGAV_ITGB5",0.040080493090705,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Fibroblast2","vCTB1","SPP1","ITGAV_ITGB5",0.0132367061176406,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","vCTB1","SPP1","ITGAV_ITGB5",0.148158490378129,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","vCTB1","SPP1","ITGAV_ITGB5",0.149669454834988,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","vCTB1","SPP1","ITGAV_ITGB5",0.106204080311893,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"STB","vCTB1","SPP1","ITGAV_ITGB5",0.00666244748853529,0.01,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"unknown2","vCTB1","SPP1","ITGAV_ITGB5",0.0153902904679934,0.01,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Fibroblast2","vCTB2","SPP1","ITGAV_ITGB5",0.00608820480814243,0.01,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","vCTB2","SPP1","ITGAV_ITGB5",0.0735784857306812,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","vCTB2","SPP1","ITGAV_ITGB5",0.0743952868557144,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","vCTB2","SPP1","ITGAV_ITGB5",0.0514671004882895,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Fibroblast2","vCTB3","SPP1","ITGAV_ITGB5",0.0125944514248331,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","vCTB3","SPP1","ITGAV_ITGB5",0.14191121621215,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","vCTB3","SPP1","ITGAV_ITGB5",0.143369192079875,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","vCTB3","SPP1","ITGAV_ITGB5",0.101515041693683,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"STB","vCTB3","SPP1","ITGAV_ITGB5",0.00633713206338908,0.01,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"unknown2","vCTB3","SPP1","ITGAV_ITGB5",0.0146450931274008,0.02,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Hofbauer cells","vCTBp","SPP1","ITGAV_ITGB5",0.0546949750274952,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"maternal macrophages","vCTBp","SPP1","ITGAV_ITGB5",0.0553146650819774,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"myeloid_unknown","vCTBp","SPP1","ITGAV_ITGB5",0.0380254307745132,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"EVT2","vCTB3","SPP1","ITGAV_ITGB6",0.00335699743970163,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"Fibroblast2","vCTB3","SPP1","ITGAV_ITGB6",0.00669153142554005,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
