"dataset","niche_cluster","gene","avg_diff","p_val","p_adj"
"STARmap","N1","RPL8",0.152476339234617,0.933333333333333,1
"STARmap","N1","KCNQ1OT1",0.151849070051546,0.685714285714286,1
"STARmap","N1","CSF1R",0.151544076544686,0.8,1
"STARmap","N1","GCC2",0.15114881721671,0.571428571428571,1
"STARmap","N1","GALNT2",0.150816297171305,0.571428571428571,1
"STARmap","N1","CRY1",0.15063921697016,0.476190476190476,1
"STARmap","N1","AP3B1",0.150514829122523,0.685714285714286,1
"STARmap","N1","NPEPPS",0.150155905666395,0.304761904761905,1
"STARmap","N1","EVA1B",0.149570189321878,0.571428571428571,1
"STARmap","N1","LMAN1",0.148833590086656,0.476190476190476,1
"STARmap","N1","WWTR1",0.147792641592157,0.933333333333333,1
"STARmap","N1","CRTC3",0.146917018345914,0.380952380952381,1
"STARmap","N1","DCAF6",0.146897987441285,0.685714285714286,1
"STARmap","N1","TMBIM6",0.146828794989481,0.685714285714286,1
"STARmap","N1","EXOC6B",0.146820729079262,0.571428571428571,1
"STARmap","N1","CCDC144A",0.146596252543551,0.476190476190476,1
"STARmap","N1","HIST1H2BJ",0.146199990019028,0.8,1
"STARmap","N1","CRYBG3",0.145844218299021,0.571428571428571,1
"STARmap","N1","LIMD1",0.144813863823435,0.685714285714286,1
"STARmap","N1","WFS1",0.144435725858243,0.380952380952381,1
"STARmap","N1","ZNF91",0.144333543672153,0.685714285714286,1
"STARmap","N1","BIN2",0.144228150988609,0.8,1
"STARmap","N1","PRDX1",0.144118738138189,1,1
"STARmap","N1","HTRA1",0.143676969288698,0.571428571428571,1
"STARmap","N1","PTPN3",0.143228970043936,0.685714285714286,1
"STARmap","N1","SH3BP4",0.14310111595373,0.571428571428571,1
"STARmap","N1","TNFAIP8",0.14149164893535,0.8,1
"STARmap","N1","TEAD3",0.14141907562294,0.476190476190476,1
"STARmap","N1","LOXL1",0.140899055134921,0.476190476190476,1
"STARmap","N1","BTAF1",0.140631765021106,0.380952380952381,1
"STARmap","N1","PDS5A",0.140343510479653,0.8,1
"STARmap","N1","PPP2R3A",0.139915931371635,0.571428571428571,1
"STARmap","N1","SLC4A7",0.139904226312586,0.685714285714286,1
"STARmap","N1","TNKS2",0.139230455364859,0.685714285714286,1
